,Utterance,Response
695234,mexico 🇲🇽 will pay for the great wall of trump or donald j. trump will threaten them with nukes 🔥,"good god, dude! take your meds!"
697040,my all time favorite iphone design. will keep this forever as my backup phone. 🔥,i still have my white iphone 4 in drawer... so beautiful. 😢
697438,trust was broken and relationships were tested. go inside last night’s episode of .,"some phenomenal acting by 🌞 and i like the direct, honest dialogue..the painful truth🔥"
697658,"i forgot how good gogurts are, this shit smacks 😋🔥","i have both vanilla and strawberry flavored gogurts in my freezer rn, come over and let's have some together 😁"
701134,lol they play on abc twice so you only gotta worry about the other 80 games,lmao imma catch 2 games a season 🔥🔥
702276,&gt;when you're hyped up on caffeine and the re-writes you're doing are straight 🔥🔥🔥,i got through like 20 pages tonight. got like 50 left. kind of glad i still haven't gotten funding yet since these re-writes are much better
703298,hot twitcon ma 🔥,thanks baby😘😘
704858,top 10 rep this week next week its not a game my nigga z top scorer in…,👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽💯💪🏽🔥
706790,wow. t.i. is extremely real for this video..,def posting the entire vid in next blog update on: 👍🎧🔥
707674,"yo fuck this siren in north wp, always waking me up 😪 someone come thru for a pap though 🔥",omg literally samee i heard the siren 😂😂
709122,the cast of at the la premiere event! 🔥,man looked happy to be there 😆
711160,"so, my tube of acne cream looks exactly like my tube of eye-wrinkle cream. 🔥",i'm pretty sure that when we were teenagers it was heavily implied we wouldn't need both of those things at the same time.
713260,ad agencies and silicon valley heading for a monoculture cul de sac -ping pong tables optional.,sick burn 🔥
715086,happy birthday daph i love you !!! have a lit ass day 😛🍁🌚🔥,aww thanks boo. 😛💘
715852,warren? she was 🔥🔥🔥🔥🔥🔥🔥,yes. that was a sight to behold
721684,listening to album 🔥🔥🔥,new tune star
721766,listening to album 🔥🔥🔥,brand new tune
721798,listening to album 🔥🔥🔥,brand new tune
722030,starting now on : into the madlands w/ and |,"wild dark set again does not disappoint, brilliance, 36 chambers of deep 🔥🔥🔥🔥🔥"
722338,"welcome to the , !","judging by his instagram, me and him are gonna get along quite well 👞👟🔥🔥"
723254,this is getting interesting 🔥,game would body meek guns or no guns
726516,uipicker + the taptic engine in iphone 7 is 🔥😍🔥,"try 3d touch actions! settings is amazing, want to scroll my finger up and down it all day."
726600,'that's on p1ru. yeah i put the p on the hat. you'll get hit with the eagle roll a philly to that !!' 🔥🔥🔥🔥🔥,the game is the mannn bro. don't care what yah say. 🙌🏽🙌🏽🙌🏽🙌🏽✊🏽✊🏽✊🏽💯
727034,birds in the trap sing mcknight by travi$ scott ♫,give this a listen. 🔥
728692,last year was 🔥,yes it was!
729878,glad i'm not the only one who bumps this 😈🔥,as soon as i saw it on your snap i needed to kno the name of the song it's the 💣
730250,might stop where snapbacks &amp; move on to baseball caps,cool that's what's up 💯💯💯👌😜🔥🔥
731226,i can't believe we are friends,you still have bad taste! burrrrnnnn 🔥🔥🔥🔥
733982,probably the same dude that pulled up on me at wegmans and told me i wasn't ready for that 🔥,was it a grey colored car? haha
735654,the girl has got the boobs too so i'm not surprised she has a butt🍑🍑,"everything goals, she is🔥🔥🔥"
737550,"game responds to meek's diss with ""pest control""",meek taking l's from everybody😂💀🔥
737940,usc's offensive line got stuck in the elevator and started freestyling 🔥,next time we'll do this
738070,go best friend 😍🔥,love uu❤️❤️❤️sooo much
741360,gonna do you one better… but not right this second...,you know i believe youse after what i've seen from yaz 🔥
741578,"gosh damn, game was not fucking around with pest control 🔥🔥🔥",get ur tickets he's gunna b at the catalyst october 2nd
742988,announcing two giveaway winners in about an hour 🔥,eclihpse when it's the next giveaway it's because i really want to win!
743376,really tempted to pull the trigger on getting the new note 7. coral blue.,have a fire extinguisher near by. 🔥
745030,dc insiders: how much do you care about a ca tourists' suit? cos i have a grey one w/brown shoes and a black tie w/ small white dots and idk,nvm it looks 🔥🔥🔥
745434,mumford and sons at the greek tonight 👌🏻,ahhhh i'm jealous 🔥🔥🔥🔥
745856,ki got a free story mode update 👀,im on top of everything ki 🔥🔥
745892,"i don't even know why i'm complaining, i guess i'm just looking forward to this super litty weekend ayy 🔥",what goes on this wknd!
746340,can't wait to drop our monster record with &amp; 🔥🔥🔥,i want this with you guys! hello! i'm also a dj with long hair 😋
747444,soo annoyed at how my house never has a good view of the sunset,my backyard ain't so bad after all.... 🔥🔥
749376,"that's who i thought too. but, i don't think they can afford to do it.","i'm sure giant player has seen this by now, it's on👊🏿🔥"
749552,hit me for hooks tho. don't believe me. check the cloud if i'm lying. then email/dm me. cuz u know u want ur music moor 💥🔥,only charging 5k for hooks
749664,we pushed a bunch of fresh pixels 🎉 a glorious by and a new homepage by yours truly,dude this is incredible. psyched to be showcased! this is 🔥
749672,the new site is 🔥,ooooh that mobile nav! who are their designers?
750002,"keep on tweeting with us, agents! we'll rt our favorites (plus extra points for puns).",ghost rider is like snapchat's logo on fire 👻🔥
750492,no bullshit that narcos intro track is 🔥🔥🔥,troy ave killed that beat
751610,75 attempts. 0 interceptions. in first two games? nfl record. 🔥🔥🔥,how many touchdowns dumbass
751664,"now you're fired jesse .... 🔥 but the bad kind not then""lit"" 🔥","you're just jealous that jesse and i have an unbreakable bond, similar to that of drumpf and vlady putin."
752806,i know😊 i'll still be waiting for the invitation tho,don't worry bruh i gotchu🔥
753554,mi pueblo had strawberries for 1$ each pack 🔥🔥🔥,thanks for getting me some
753860,a friend that's down 99% of the time. 🔥🔥🔥,that line defines me
754000,"yo, disco naps are essential - who's wit us? 🔥",dude i always have to explain what a disco nap is to people. disco naps are so essential 😴💃🏽
