,Utterance,Response
302224,i just tried to peel the super glue off my hand and accidentally peeled all my skin off so that's cool 😂,sounds like a sticky situation 😏
302264,the muslamic science council announce a revolutionary breakthrough in identifying the cause of earthquakes,man you just can't make this stuff up 😂
302478,nigga is ugly af cuhh,don't do that to the young bull he took too many ls tonight 😂
302694,hahaha yesss they could use your talent over here 😂,"entitled ""puppies"""
302914,"when it comes to me, do whatever, idc, i can handle it. but if you fuck with my friends then you have another thing coming for ya","""i'm your worst nightmare""😂😂"
302970,"it's only dems, r.mook, hillary,&amp;cnn that say has no detailed plans! 😂",mook and gang have all of them saying it.
303018,just celebrating our wins 😂,hahahaha celebrate them in la how about that 😌 hahaha jk enjoy your time out in the bay!
303042,tell him to follow me on ig; but i also don't follow back,mad light skin of you 😂
303120,literally will be us as moms 😂😂,i'll prolly already be there with my kids 😂😂
303128,you learn something new about a person everyday 😂,the beauty of life.
303200,i put my paypal in my instagram and already got $5 😂,they luv the nef
303204,that's not a story! :p,"but it would make for a great story, no? using social media, effectively, to find your next gig. sree would be proud. lol 😂"
303228,when you see you got served again😂😂😂,his lil hop has me dying
303254,honestly ngl i'll probably be encouraging my kids to go to parties,u ain't ever lie 😂
303386,"from now on, i am 9.9 feet tall 😳🤔😂","you will have to figure out a way to profit wildly from your new height, at least for a while..."
303584,"why did he just say ""i'll be there tomorrow at 8pm so be ready. i'm not hearing that nonsense you talkn"" 😂",cuz he know that's what you like!💯
303590,what does it all mean?!?? 🤔,that maybe we're investing too much thought and emotions into a website that's probably functioning on a random algorithm 😂
303694,i'm glad you know we well enough to know i don't play 😂😂😂,oh honey i been knowing 😂😂😂😘👭
303848,"yeah that was a nice performance you put up last week, a huge 85 point total",it was an off week😂
303908,cleopatra fyi a greek egyptian ruler. ancient egyptians didn't digress to mud huts. 😂,that greek cleopatra was put in power after alexander the great conquered the black land
303952,should do these again 😂😂😂,hella forgot about that 😫😂
304074,he should get snapchat back😂,i don't think he'll do that either
304134,this is why i love you! but yeah heads up if niggas touch me say hey 👋🏾 in any weird ass way i'm like mmm riss its curfew 😂😂,lmfao i know . i think i told them a while back like rian n tat won't pay u no attention an ness might check you soo be careful😂😂
304176,or rooting for kevrich...the unholiest of ships 😂,"yep, kevrich is unholy, the biggest taboo :)"
304186,they really are 😂,they really try to act cute but when the adults turn around they're evil creatures.
304268,behind every great wine is a great snack.,. i thought this was a new method of getting the most out of my who else thought the same? 😂
304288,well i mean i'm at work but i'm sure my parents would let you in 😂,actually jk cuz it looks like a tornado hit my room
304306,indeed.. i loved seeing pennys family.. her brother made me laugh haha,i love him lol!! he is so funny 😂😂😂
304352,it's not that hard 😂,now that i've said it hella times i think i had it down 😂
304386,wanna bet watch we the hottest team in the mlb right now,cuz dale all jokes outside i'll give u $20 if boston wins it all😂
304414,"what a prize..! (photo: oasisdna, instagram)",some scam website is selling your dna 🙈😂
304682,i know! i guess no one has the balls to tell him that 😂,i would lol. but he would probably just tell me to shut up and walk away 😂
304696,iight deal and i'll give you $20 if they don't lol i have confidence on my team boii,diablo that confidence tho😂
304722,about to learn this 😂,"thats not rap, but i get the point lol"
304790,that is accurate. the blackest thing about me is my credit score,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
304794,every scientist who studies egyptology? of every damn race. 😂,"who are mostly white, duh"
304816,this is great!,"""what's the best way to reach you?"" email?"" 😂😂"
304838,twitter beef is soo hilarious 😂😂,only when i'm not involved
304898,oh. haha i don't believe it you know the name of a place above the border! and no we don't all live in igloos 😂,lol probably know it better than you do
304904,"gotta love his wild overreaction after just having been told the previous week they're not even ""dating"" 😂",that episode is such a gem. so underrated. the gordon freeman. feline leukemia. with truvada omg 🙈
304986,when an customer dont speak english this how they sound like 😂😂,bro i've been laughing for 30 mins 😂😂😂
305072,"lol, yep! followed by ...we're on to cinci 😂","😂😂😂 and then i would say ""but who's your daddy, bb? that's right, von miller!!"" 😉"
305084,lmaoooo when you get caught looking through his phone,all i hear now is beyoncé lyrics every time i look at the picture 😂😂😂
305120,"lol, that's was nice 😌😂",haha you know what they say happens at night...
305128,get any work done today badass?! or on twitter all day? 😉,"lmfao. i am such a bad ass 😂😂😂 i did get work done and no, i was not on twitter all day. smart ass 😂😂😂"
305184,"wait phi phi ohara said she felt like she didn't need to ""beg"" to stay because she truly wanted to be here and twee…","she's such a pathetic bullshit ""artist"". 😂"
305306,i just filled it up w/ bands + family members haha,same. needed my friends to know panic! at the disco was more important. 😂
305380,i think everything is packed lol,well you know jess isn't so maybe you should go pack hers too!! lol 😂😂😂
305798,"i just saw someone describe themselves as ""95% vegan"", so, hey - must be a thursday in la.",in portland my friend said he tried to offer a homeless man a muffin but was rejected b/c the homeless man was gluten-free 😂
305816,"seriously, 5 years of going to football games every week did nothing for him. 😂","false i understand downs, you can't grab the mask, and i know touchdowns and field goals are different!!"
305882,lol-unfortunately for you i'm not going anywhere😂😂,"yeah, you and gg are like my big brothers lol!!"
305906,210 you have been fuckin up,what's new though 😂
305984,nah i dont dress better than anyone lmaooo,i was being sarcastic menor 😂
306058,"one is fake, others are nubians. go to egypt and see for yourself. 😂","🙄🙄 guys the proof is there, do what y'all want with the truth"
306312,ironically you don't see white americans walking around thinking they're egyptian.,"lol, i'm not claiming them as my heritage, i'm saying they were black. my family isn't even american 😂"
306384,lmfao omg i know smh.... i can't figure out which one was worse 😂😂,"lol for reals, all 3 of them deserve to get beaten in public"
306478,because north africa has never been a black nation. or the mediterranean in general? 😂,north africa has always been a part of africa. why else would it be called north africa
306588,"""stratosphere"" 😂😂😂😂😂😂",have you ever heard of atmospheric layers?
306642,patrick is so mrs. dalloway 😂,omg. now i am in the modesto trip 😎
306646,not even going out on a limb when i say this is the worst song ever released. dont @ me. 🚮🚮🚮.,seriously go listen to it 😂
306752,this girl just said she's never taken any tests since freshman year of college. - your major is prob a joke,probably majoring in coloring 😂
306822,that works too! i forgot about you not being able to eat like normal 😂,i see the doctor tomorrow. praying for my release of this soft diet😭
306854,"told my mom i was coming home to throw a party at the crib, she was all ""well you and your grandma better turn up fat together"" 😂😂",we will teach her how to shotgun 😜
306942,"chill out, wendy's. i don't even like crackers in my chili. thirteen packs in the bag and no napkins.😂","13! i think the clerk must have just come back from a ""smoke"" break."
306944,thought it was a tsunami started packing my shit,my mom and i were watching ahs when it happened. my mom thought it was the exorcist and now she won't watch it anymore😂
307022,this girl is sooo savage for this 😂,the last one
307274,"its like me comparing myself to a brit because ""whiteness"" 😂","not at all, you're irish and brits used to own ireland, you have claim"
307860,the guy that did my piercing was so high &amp; he did the best job 😂,what piercing???
307864,she reminds me so much of my mom lol. i bet you they would love each other 😂,we need to double date us and our moms 😂😂
307918,white anglo? i know the egyptians were egyptians. their own people. you hang on to skin color. 😂,i'm not sure is irish is considered wasp
308062,that wasn't me !!!,"oh i'm like lmao shit, tell the world why not 😂😂😂😂😂😂"
308082,lol tb to when i thought that was a movie😂,haha what movie is this?.... really hahahaha
308168,now you know i don't talk like that !!! 😂😂,lmao you never know 😂 niggas wallin out all winter 16.
308272,it was hard bro frfr lol,i'm on the way back bro 😂
308280,i can't believe that i didn't pass out i thought i would but that's not bad cuz if i did then what would happen if i met him😂,you would have really passed out then
308290,that's because he's a loser- loser,"&lt;--- aw, you went and blocked me. triggered, buddy? love the strawberry shortcake bathroom, bro. 😂😂"
308444,yeah i think i would have had a heart attack 😂,same here i would be so nervous to speak
308464,"more importantly why is ""lmaooooo"" seen as haitian? 😂",lmfao. you ordered the ultimate yardie meal apparently
308552,i was having a perfectly lovely day so i decided to ruin it for myself by watching rent lol why am i like this,but on the bright side i can hear my new neighbors singing along through the walls 😂
308670,classic o's fans booing papi 😂😂😂,i'd be booing if i were there.
308682,*me and becky listen to songs in jazz for across the floor and makes scenarios about what's happening while the song is playing*,it's actually really fun and funny!! 😂
308752,already on this i bet 😂,i been on that 😂😂👀🔋
308756,or it was cause you were wearing heels 😂😂😂,ehh idk i was almost as tall as u without them😂
308774,"it really is😂😂 ""7th grade birthday party in their backyard""😂😂","""5th grade dance in the cafeteria"""
308780,yoo good luck your gonna be up for a while,thanks i'm going to need it😂
308944,omg i literally have an interview for the one in riverbank😂 that's so weird😂😂,oh girl get it(;❤️
309090,i'm on the 7th floor w my little!!,lololol how the tables have turned😂
309334,i honestly don't care how i look but if i'm trying and it's unnoticed we have a problem 😂,"i honestly put in about 11% of effort into my outfit everyday, and that percent includes my bun👵🏽"
309402,taking applications now 😂😂,she sings in spanish and speaks french too
309588,"christine looked at me today me said ""wtf is going on with your hair it's huge and i think you have dreads growing"" 😂😂😂",shit was wild!
309846,i used 2 tell people lucky af but now he follows me so idk what 2 tell people 😂,awww it's okay
310032,why would someone be trying to sell perfume in the parking lot of home depot 😂😂,crackheads brazy elb
310074,huhhh come back to me,you really like that song 😂
310248,man wait until all our starters are back the league gone kick our franchise out cause we to lethal 😂,deadass tho watch around week 6 when everybody healthy lol
310306,yo caption 😂😂😂,😂😂 he wasn't ready
310322,lmfao. i feel like you can teach someone how to please you tho.,we too old for that we shouldn't have too lol i don't got time nor patience 😂
310630,when will you people learn? 😂,aren't you a browns fan?
310738,"i literally suck at calling off. i'll be like i'm sick my temps like 104 and i'm dying, the manager ""sigh"" well i mean me i'll be there at 8",yoooo today i came in late saying i had to walk my roommates dog. tell me that's not like the worst excuse ever tho😂
310744,he plays that character well lol,too well 🤔😂
310944,i wish i could live a friday in high school back in 1984 to see what my dad was like,your question has been answered😂
311330,you at our wedding 😂,lol whatever
311374,either way! 😂😂,pick the biggest idiot is what we're doing
311416,lagarrette blount torching the texans.,about time to get edelman in there at qb 😂
311474,"""maybe if i cough enough i'll get abs""",this account made me cry and i'm happy i know about it now😂😂
311606,they getting beat so bad the 0 isn't popping up on the score board 😂😂😂,that's horrible. somehow they cheating. i know they are
311638,i didn't realize you were still talking about it!😂,lol everyone knows that quote i thought
311700,or going to the boom boom room w asaf,honestly facts😂
311808,hahahaha did you tell her you found the notes 😂😂😂,yes ! lmao and she just turned red and started laughing saying she didn't know where they came from lmao 🙄
311892,these court sessions have me weak 😂😂😂😂😭😭😂,i darw some1 2 summon quintin or any other black guy into court
312186,"😒 u gotta teach me 1 day, cus i dont even know what sleep is anymore",weed is my secret 😂😂😂
312252,like the longest yard 😂,he hit him in the balls in the movie though😂😂😂😂
312274,your parents prank calling youtubers,omg yass!!! that would be awesome!!! 😂
312330,i'm in soon as i'm done dozing arlington for a pipeline. it's gonna carry legislators tears from dc 2 distillery😂,i'll be with you!
312486,i'm in soon as i'm done dozing arlington for a pipeline. it's gonna carry legislators tears from dc 2 distillery😂,"except i got a cousin, jimmy bigtree in arlington, so we gotta avoid his spot"
312696,she might be answering to other tweet but linked to the wrong tweet? possible right...😂😂,i've got to learn chinese so i can communicate directly to my asian followers. lol. i barely know english.
312806,used to it 😂,"and that's another way you know he's the one, rolling with your nonsense, maybe even liking it just as much as you, ha ha!"
312888,wilson is such a hoe 😤,are you watching greys rn too???? 😂
312890,to all the people who said the texans would win bc patriots are on their third string qb............... you don't know football 😂,bill is an evil genius that's why 😂
312940,lmaooo smh you like to lie or what 😂😂😂,yes that's why my class participation is 35/100 lol
312950,is it weird that i put my name on my food so that my family won't eat it?,like they'll literally come to my room n ask me for permission to get some 😂
313060,"how am i only seeing how to be single now, i'm a half hour in &amp; it's freaking hysterical","""you haven't even been single that long! you gotta go round the board, pass go, collect 200 dicks"" i'm dying 😂😂"
313082,"look what you guys have started *repost, did some fixes*",that is everything 😂
313152,the caption tho😂😂,i'm gonna have nightmares now
313410,hairspray live 😂😂,side-note: the girl playing tracy in that goes to my school
313420,"""you haven't even been single that long! you gotta go round the board, pass go, collect 200 dicks"" i'm dying 😂😂",the much more accurate portrayal of how to be single
313560,"ubaldo has been our ace for weeks now. tillman?? ""i never trusted him!!""","""i know it was you, tillman. i know it was you!"" 😂"
313582,swear my shits in the tucks 😂😂,forreal where yo backpack haha
313844,hope loved to catch them 😂😂,tell her i have a mission for her
313870,on popular public demand i've decided to work from home today ;),"courtesy ""public works department"" 😂"
314072,"holy shit, i thought i was the only one",nah. and i might never watch one either. 😂
314128,lmao niggas who cyph on an empty stomach bc they had rush to get to an exam on time,boi lmao good shit tho hope you passed 😂
314134,omg remember this 😭😂,we were so obsessed with this
314138,this is real life us 😂😂,starting today 🤘🏼
314142,"full disclosure,lifelong dodger fan,was at candlestick in ‘82 (student at cal) when joe morgan knocked dodgers out with his hr😂",i wish you had not told me that... ;)
314296,"look at your tweets. you sound like donald trump. therefore, we've already had an iq test. you lost.🖓😂","--- i had to ""re-tweet"" that, just to show how stupid you are, geoff! remember, ugly one. . . drugs kill!"
314300,dude that time before class when we got high af and it started doing that i couldn’t stop laughing😂,and then siri talked back to my prof 🙄🙄😂😂 it's doing that rn!!!
314402,von miller be covering wrs fam 😂,2 different positions
314624,did anybody actually read it ? 😂😂,"other than sparknotes, probs not"
314784,finally put my hoop in :'),i look like a fucking creep w mine in😂😂
314794,but i'm not 😭 i been over tson now 😩😂,but we all know you gon wait around for s..........nothing
314820,sure it will! we all dream of lol...😂,"one of my asian followers tweeted in chinese ""die."" is that something nice?"
314976,lol i have high expectations for u 😂,i'll exceed them all 👌🏾
315160,lmaooooo. they're gonna fuck this up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"yeah, dbl play ends inning now...."
315164,only you monte 😂,dude thought i was a drive through or something
315266,don't worry boo i gotchu 😂,😂😂 lmao alright
315296,i was just saying this 😂,we was listening to that all weekend😭
315360,same bc it could be a lot worse 😂,s/o to my moms cus daddy would've had me looking to' up
315388,like the vast right wing conspiracy hillary blames for bills rapes,okdone playingwith&amp;entertainingu.enjoyass whoopingurnarcissiticbigot willendurenov8😂😂
315400,updating my website... but maybe not the parts that need it the most. 😂,those are my fav.
315414,"if you're a girl and you see this tweet. chances are you are gorgeous, because i'm only following gorgeous girls... stay beautiful ladies",wow such a ladies pleaser 😂
315474,the on market st in redding sucks. i moved here 3 months ago and eaten there 3 times and every time my order has been wrong,or quit eating bell 😂😂😂
315602,they light blue 🙄🙄🙄🙄😂,🤔 where ? 😂😂
315648,rt actual supporters share their brilliant birther logic with 's jor…,no wonder love the uneducated😂😂😂 these are hilarious. 😂😂
315742,i know i would always be out there with my ex &amp; there'd be something going on at almost every corner 😂,i live a block away from where jacka was killed lol
315836,"redskins not beating us, neither are the beaten up vikings &amp; revis is not a qb 😂",auto put qb idk 😂
315866,even at home i make those ugly faces reading what you guys say😭😂,lmaoooo i would say i'm sorry but i'm really not 💀💀💀💀 i'm weak afffff
316034,me and you everyday 😂,whatdafuck......
316316,imma be 18 so is it good if i slide lol,what you gon do out there nigga ? 😂😂😂
316410,"i drive ""spirited"" okay that's different 🙄😂",lmao😂 wtf is spirited 😂😭
316414,what rave body?,bitch it's coming soon don't trip 😂
316440,"ok, so i just watched it. great singer, but i don't care for his tone at all. but if he's tco, then.... 😂",oh why you don't like his ton he was very succfully when he was 12 my had with my spelling
316474,"seeing the first two weeks of the raiders defense, marigoata bout to go ham😂",would be nice if they let him run every once in a while too 😒
316498,like not crazy but ya know the kind of driving where you have to be in front 😂,😂😂😂😂😂😂 *****the type of driving where you need life insurance 🙃
316522,right?? 😍😍😍😍😍😍😍😍,haha well the playing soccer part not the elbow 😂
316530,that's logged into the music 😂😂😂,jocelyns friend was logged in 😂😂
316898,"ok, so i just watched it. great singer, but i don't care for his tone at all. but if he's tco, then.... 😂","i understand but why you don't like his ton, he has amazing voice great range i did also sent you a message too"
316952,i had a dream we were back at aldersgate but we kept getting yelled at for smoking and not singing along,hahahaha that would be so accurate 😂
317032,favorite comment ever on the new i edited! check out this fan support! xoxoxoxoxo…,"""keep up the good work as i keep up the good jerk."" 🎉😂"
317192,us tomorrow,i can't see it. lol either this person blocked me or i'm just not their friend 😂😂😂
317240,just sweated more than i ever have in my life... but i feel really good! i don't regret hot yoga at all!,the prop hunt playlist has been consuming my life entirely for the past 24 hours. such hilarious content 😂
317356,you watch the game brobro??,nah man. the brotha didn't do to shabby tho😂
317378,"don't get me killed, she'll be in these mentions in the next 30 seconds. don't even play😂",where she at tho👀
317542,hahahahaha they dont know what it means💀😂😂😂😂,midnight curfew im so done
317576,have to leave it bruh. couldn't take it anymore 😭😂,lmao i feel it brah
317714,you know your dogs are excited to see you when one head butts you and the other pees on you 🐾,"replace ""dogs"" with ""family"" 😂😂😂😂😂"
317732,"pretty sure this was around the time i ""dated"" max😂",you have a new fav boy now tho amiright? story time on tuesday!!!!
317744,random thought but car sex be hot as hell 😂😂😂,"leave the car running, turn on the ac &amp; open the sunroof"
317798,are you bulking or cutting ?😂,tried to cut idk wtf happened lmao i give up
317810,new vlog is up... if your having a rough day i hope this will put atleast one smile on your face!,he said you at the end 😂
317816,i lived for her tweets😂,lol yeah that shit was hilarious
317922,we tried so hard 😂,well... you could've tried a little harder so dylan's face doesn't look so strained😁😂😂
317936,"""can i ask you something?"" me:",u yesterday when i did that 😂😂
318024,you should make me one too lol 🤒,you on your period too?😂
318072,and i'm looking forward to going in there whenever i want and making them do my hair 😂😂,we should go together some time! lol
318092,or henny smh... nvm🙄😂,unless it's when we finesse😂
318234,come get this private.,lmfao there's not enough space on the 4856 😂
318264,not surprised 🙄,how'd she even get my number 😂
318270,i've watched it at least 50 times still cry everytime 😭,i be trying to make myself cry cause it's deadass that good 😂
318310,same here it's about to go crazy 😂,ummmmmmmm lit
318344,that says 69 lol,lmaooo dude it's the cancer sun sign 😂
318430,hey this was me for a coo minute during soph and junior year 😂,those were memories which we won't ever talk about💀💀💀💀
318436,this girl @ the gym kept talking about how her friend used to be skinny &amp; now she's thick cuss her boyfriend always hits it from the back😂,she was hella complaining 😂😂😹
318546,i imagine the fb employee who let palmer luckey pose for this photo was swiftly fired,is this the real time cover photo tho 😂😂😂
318550,miss me with that gay shit 😂,i wonder who told me that? 😴
318604,kid from pleasanton 😂,???? on tinder huh
318614,chasing cars??!!??,i don't even know there are too many 😂
318716,😭😭❤️❤️❤️❤️❤️❤️ i talk about all our dogs all the time. hahhaha,i literally watched the video of your mom hugging maya a dozen times 😂
318748,the bell is the mecca of dining. god gave man taco bell. and our only way to thank him is by enjoying it twice a day,now i see who veered jack into the whole taco bell thing... be careful vincent beee careful 💀😂
318762,hahahah all this time i thought this was alfred im dead 😂😂,wow i just noticed you spelled my last name wrong 😑
318794,"omg you were so funny the other night, your messages were hilarious! spelling got worse and worse and wooorse 😂😂😂",hahha em pls- that ddoes nt souudn liek me.at allll !! 😉
318798,when your brother moves out so now you have two rooms to yourself 😂😂,he moved out? what?
318898,well they're fine and dandy but the second picture is of a literal woman beater.,fine and dandy 😂😂😂😂
318940,hey your article on sauni project on your website is getting redirected to a porn site. kindly che…,what the fuck. 😂
318994,i never said i was a cool kid i m not a cool kid i am an average brown kid so it's ok i think 😂😂,"brown kids are cool, a guy calls me 'perfect melanin man' at college."
318998,this girl is so savage for this 😂,this is funny lmao😂😂
319020,updating my website... but maybe not the parts that need it the most. 😂,i'd say your priorities are definitely in the right order.
319032,it's all out of love. i just want you to stop denying being apart of the money team community 😭,i'll stop when i'm actually part of it ma'am 😂
319040,it's all out of love. i just want you to stop denying being apart of the money team community 😭,i'll stop when i'm actually money team 😂
319062,thanks ugly 😂,calling people ugly won't make you pretty. js🙂
319116,watching hillary clinton on 'between two ferns' with zach galifianakis is pure hilarity 😂😂😂,"i watched it earlier today and it was the best. ""he paid me in steaks!"" lmao. gotta love zach!"
319152,lmao are you those creeps that are like obsessed with pictures of feet? 😂😂😂😂😂😂,lmao fuck no😂😂😂😂😂 that's a weird ass fetish😂😂😂
319172,oh i'm sorry i don't know why i never agree with people i m a bad person and hahahha i know i will regret it but 😂,"you may disagree with people, people are assholes. ateeq is not people, ateeq is different. - ateeq. *ateeq claps*"
319184,excuse me it was on sc i met him like a month ago 😂,whateverrrr
319196,"""the boy"" 😂😂",is there an issue ?
319224,i would've definitely disown him if it was aladdin. 😂,can't trust someone whose never seen that movie
319234,yes i gotta pack for my road trip in 7 hours lol,good luck doing that drunk 😂
319256,that's a barely lie,lmao tbt😂😂😂
319308,bc he's about it in real life &amp; he only goes hard,oh yeah!!! i forgot sorry 😂
319346,nvm going to the dikes🙄,nvm again heading to sky harbor😂
319370,the hoochies do me so dirty in every pic omg 😂😂,lmfao i peeped this and everytime i just be like damn they got hailey fucked up 😂😂😂😂😂😂😂😂
319458,that's definitely a start! heard julio told someone to fuck off 😂,he didn't come out. he's not fan friendly.
319468,and i'm always in the perfect place to easily be cut out the picture,"lmfao literally everytime i be like ""damn why they do hailey like tht"" 💀😂😂😂😂"
319472,that's definitely a start! heard julio told someone to fuck off 😂,some of the players were spotted at jack london square.
319480,take some nyquil or something 😂,if i sleepi i'll wake up all annoyed so i rather not sleep at all haha
319574,mikey said scratch his back,he said hurry up and reply 😂😂
319610,who mobey?? oh yeah i be forgetting im the only single one 😭,😭😭 i'm trying to be single 😳😂
319616,used to not responding to any of my texts or what?,lmao you lowkey petty for this 😂😂😂😂😂😂
319624,sorry bobs 😂😂,nah this shit funny lmfaooooooooo
319696,who else will share my purple shampoo issues with?,i actually miss purple shampoo issues ☹️️😂
319862,me laughing in the back 😂,"we get it, you where there 🙄"
319948,lizzie you're not on the show anymore. give it up my friend. no one is interested in your pov,"""are you kidding me?"" 😂"
320042,i am that one person 😂,i hate people like that lmao like i can't read your mind and where you want to go 😂🙄
320110,literally what anahi said when you got out the car 😂,she ain't lying tho 🤔
320130,"i haven't decide to ""escape"" or ""boo"" and really which one?","electric fairytale on downtown fresno , ima go with my brother thoo but idkkkkk i never been to onee 😂"
320186,still not as funny as what happened to raymond tho 😂,omg lowkey thought the same exact thing was going to happen to me lmao
320224,right!!!! i hated peyton for the longest time 😭😭 it's still crazy they were married in real life tho😂,i still hate that homewrecker 😒😂 she shouldve just stayed with jake. yeah its crazy 😂 lucas and brooke is honestly major goals
320228,i hope that you don't say that to the good lady 😂,oh...she knows it..😊😉
320230,after a long day working on our attempts at getting a work out in...😂😂,many pix i hold near &amp; dear to my hear..this among my faves
320254,make sure you get your passport stamped there,why are you like this? 😂
320266,happy birthday :-) don't get too fucked up jk you always do lmao but stay safe &amp; party hardy!!,smoke weed everyday 😂😂
320318,1 month ago ❤️,he's definitely a true stoner.. whether he likes it or not..but aren't we all😂
320332,i'm still laughing about the second one. he was high af and i wish you could see the joint in his hand 😂,he should come to california &amp; get his 215 script.i can show him the way.i have mine❤
320338,he should come to california &amp; get his 215 script.i can show him the way.i have mine❤,he could smoke it legally😂
320348,haha maybe he already has one 😝,yep..haha..probly does huh😂
320400,better be a real taco man there this time 😂,hahah yall were so mad when you found out my mom was playin😂
320658,2% though that's about it😂,duh that's why i said 9/10 slow brain
320720,tf ? isn't it supposed to make you sleepy 😂😂,my minds racing with a million thoughts hahahha! i'm doing whatever you're doing 😊
320864,ain't nobody frontin,wow that's really you 😂😂😂
320968,"my masterpiece this evening. flamingos rock. i am on a roll, yo.",part of the 2016 fall collection? 😂
321094,yoooooo! the game fuckin killed meek mill 💀😭😂,can i get 5 minutes of your life i need a favor check out my new video
321098,"another one who's fighting tonight, jinh yu frey. remember that time she straight up murdered a bitch. she dead.…","the first time i saw this, i really did think the brand was dead yo. 💀😂😂😂"
321144,idc what people say bout meek mill dude be flowing😂,can i get 5 minutes of your life i need a favor check out my new video
321618,someone come get their father 😂😂,why you let ya grandpa go viral like this bro 😭😭
321666,raise your hand if you're not surprised! 🙋,thirsty james got busted lmfao😂😂😂😂
321672,yo my god brother and god sister are the funniest/coolest kids i know!,that pic has me weak 😂
321690,mind you look again and catch my mom looking at him! 😂😂😂😂,"right ! like ""what's going on?! ""😹"
321774,someone come get their father 😂😂,me yesterday
321782,someone come get their father 😂😂,me yesterday
322006,you two will get your comeuppance. 😒😝🍀😇😂,kevin you turned into wee d 🐶 is it his birthday? darwin really does deserve his own twitter and insta!! ruff 🐶 ruff 🐶
322012,me every night holy crap,it's actually such an issue 😂
322032,damn i'm going shopping today thou i have to 😔 the devil just want me to spend money 😂😂😂😂,aw man i'm already spending my check shopping since the direct deposit dropped
322068,"preeeetttttttty sure one of my fb friends tried to talk shit about my pregnancy, because i'm a little worried about finances. 🙄",i'll just wait for you to be completely prepared for your first child. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
322086,i'll just wait for you to be completely prepared for your first child. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,"at least my baby won't be raised to be an intolerant, close-minded person, so i mean there's that. 😌🌈💕"
322272,"""you don't get this many famous people together unless"" who do these people think they are? 😂😂😂",what cares what these people think😂
322314,i haven't needed a haircut this bad since my first couple weeks on a college campus,i wanna see 😂
322362,i'm ready! where and when is the pickup? will they be probing?😀😀😀😉😉,"waiting for their hailing frequency, will advise. probing optional😂😂😂"
322564,must be pick on lucy friday😂😂😂,"awwwww no, ok i'll stop lol. i don't want retaliation 😉"
322808,haha which one i have many,black ice coffee🙄😂
323076,"you told her ""lady, i want that ass!"" 😂😂😂",how does 1 get ? it's odd isn't.
323108,"according to , the entire hayward police dept was stolen... 😂",quite the heist!
323218,cory is probably asking vic if he can have that $5k he gave him since nicole already told him to hit the road 😂,haha😁 did she really?
323288,"it takes a lot for me to criticize a company publicly, but i'm never flying again. this feels like a joke. am i being pranked?😂","when i flew them w/ my cat from phx to oak it was such a mess + my cat's ""ticket"" was twice the price of my own... 🙃"
323518,"he just called me like "" ya tryna be funny "" talking bout me n sheena 😂😂",i seen her tweet to lol leave cous alone 😂
323602,this is so cute. wish my sibling wasn't a damn snitch 😒😂,you must be talking about the little one 😒
323610,"oh, yes, same for me in london! my sis insists in saying he talked but i can't remember. totally armitaged.",well i know he looked up from signing the playbill and said something. maybe thank you? 😂😂
323642,whats he 3 years old,grown ass man he's 50 😂😂😂😂
323662,this is what mornings in hamburg look like 😂,actually it was dirty when i visited and worked the naughty areas of hamburg.
324104,i love you but i hate you for these pictures 😂😂😂,the fourth is my favorite picture i look at it all of the time and it still makes me laugh lol
324240,"are we, as men, not people?!",not one of them tried to stop her or was even mad so... no! 😂
324324,"its all the niggas that was waiting for me to be ""legal"" its litt im 18 😂😂😂😂😂",now they thirsty lol
324416,i know it had to hurt 😂,"ion feel pain, we out to get another one lmk when u go and get ya fill in"
324434,oseriez vous ce type de coloration ?,avec une perruque 😂
324520,remember when mika wrote the world's most song and 10 years later there's still nothing that can top it?,this is actually pretty damn good 😂
324568,kinda of happy that i can still pass for high school student 😂😂😂,lol. same. well -ish... i sometimes get carded because i don't look 21. lol.
324744,"great, now i want a new three's company with you and as the ropers.","come &amp; visit us in palm springs &amp; that you'll have, my darlin! 😂"
324830,just thought about the fact that there was a 65 year old man killing the dance floor with me last night at the bar lmao 😂,love when that happens 😂😂😂😂
325322,you going to the game?,"of course bro, the only reason to leave san francisco. 😂"
325358,omg this whole thread 😂😂😂,does she have a booster seat too??
325374,the contact number for that is available at 12 😂,what number
325382,got to ship me that material cause i forgot it 😂😂😂😂,lmao thats what you get for running out so damn fast
325646,"can barely lead an offensive line of 10, what makes you think he can lead 200-300 protestors? 😂",good point! 😂😂😂
325680,well that’s awkward 😂,stop dickriding the pats
326280,ayo every time you tweet this i be cryin bro 😂😂😂😂😂😂,cause i'm deadass like a knife in the butt 😂😂😂 i need that nba money in 20 years lmfaooo
326306,um......i would've kept that to myself😂,bruh omg i didn't say that 😭
326638,"not everyone gets away with murder, what are you talking about? talking out the ass...😂",i'm sorry but it's not even worth it to argue with you lmao
326684,sugar tit is the best!!!! 😂😂😂😂😂😂,sounds about right
