,Utterance,Response
381626,😂😂😂 i would be on my way to bart to oakland or berkeley,might have too
382818,😂😂 what bout me leh?????,guess who just touched down babies
384486,"noooooooot really, i scare em and grabs da goods! hahaha",😂😂😂 you know that's wrong now!!!
384596,"just a few hrs ago i heard amir sohail discussing imaad waseem that he needs2 learn how to turn the ball, n needs 2work harder😕",😂 imad bowls a tricky arm ball that doesn't turn but looks like it is going to. not sure why he said that :)
384736,😂😂😂😭😭😭 you're comedy,that's how i get the ladies 😈🤔😏
385050,😂😂😂answered your question within seconds of you asking it,we are the best. just sayin'!
385182,"that's all you'll ever ""rule"". loser. yuge. loser",😂😂😂u must also believe in bigfoot..get used to hearing president trump bitchhhh 😎😂
385394,😂😂 true though,yeah i know
385438,😂😂 true though,but it was for fun
386478,wow i expected better from you,😂 i am a proud candy corn advocate
387546,"😂😂i'm calm a team we be beating straight since 011 why am i sour , reason why u man so proud i can see why we a top…",the same way how u can't wait to get at me when arsenal get beat by chelsea. it's alright man today was not your day 😂
388230,"😂😂 at least it isn't blowing up in your pocket, i guess",you're right 😂 better upgrading than my battery exploding while i'm on the phone
388606,😂😂😂😂😩😩😂😩 yo. that's top 5 of my bday shoutouts today. thanks alvin!,oh course love
388738,"😂😂😂 i was dead, when she pulled that weak ass shit but was on here talking big shit 🙄",as usual 🙄 the bitch is weird and weak . period .
393046,you butter up before putting your sisters pants on??,😂😂 nah. they just slim joggers
393154,the are tights,😂😂 chill on me
393324,wouldn't have been called snapglass or snaptacles? 😜,"😂 lol yeah i don't think they'll actually call everything ""snap_"" 😂"
393958,thank you 😭😭😭❤️❤️ i literally fricken miss you so much you beautiful brown goddess ❤️❤️❤️,😂😭💕 i miss you too!!!! pls come visit
394628,"i would say you're grosss, but then i'd be lying to the people.",😂😂😂😂😂 don't lie on me like that. you know i'm poppppppinnnnn
398040,i👊thorgive😏you “: just couldn't wait until next…,😂😂😂😂 i got that.
399152,. they're telling me to take you here for your birthday. 😳,😂 you know i've never actually been there but i've heard it's an interesting time...
399194,😂 what did you change it to?,i changed it to my other coworkers name!! so if they complain i won't get in trouble💀😂
400002,i was tired,😂😂😂 coming home next week
403118,😂 with a hint of a milk carton taste,hahahahahah true bottle for life
403174,we not completely out of it,"😂😂😂 another delusional yankee fan....read my lips ""y'all are done !!!!!!"""
403474,sweater lyfe,😂😂how was ibizia
404402,😂😂😂 its not cheating if they don't throw the flag...😏😏😏,tell that to
404642,if my boyfriend ever said some shit like that to me his ass would be 💀,😂😂😂😂😂😂 he trolled her though
405764,that part was hilarious and it was seeing titties on the timeline that made me think of it lol,😂😂😂😂😂👀whoselol
408712,"not ready for ""new year, new me"" tweets. 😒",😂😂 glad i won't see any on them this year
410136,"twitter fam, if y'all don't follow and support this dude. i'm beatin ya ass🔨.",😂😂 goodlooking fam
411090,shit was so wild lol it was amazing,😂 fuck yeahhhh i'm glad it was lit
411092,😂😂 the confusion lol,yes i thought it was like a random page 😂😂😂
413134,😂😂😂😭😷😷😷 jess i'm going to throw up,you and me both
413358,thanks flex master!!,"😂😂😂 u goofy, good looks tho bruh u saucy too!"
413472,if it wasn't football sunday i'll b there bro...... go dumb tho. hold it down p.o.p,😂😂😂 it's all good
413632,😂 you suck at this dumbass,"lmfao..that's an understatement she doesn't understand what a metaphor is, what does that tell u!!"
414412,hip hop fish and chicken...owned by arabs good cooked by mexicans. baltimore explain ya self.,"😂 and you're an uncle tom, im sure for pointing the irony out!"
415110,"to think the dems. could have bernie as the nominee.,but you idiots voted for a fucking crook. sad.","😂😂😂i wldvote 4adeadperson4potus b4 i vote4anarcissitic,thinskinned, mentallyunstablebigotthtcanbe baitedbytweet wheretaxes?"
415292,😂😂😂😂😂😭😭😭 you're in hackville,dude! read his thread omw he's sick 😧
415552,"i got complaints about yelling yesterday but that's another story. ya 4 days, and then hopefully home sweet home.","😂 picturing u yelling like a crazy person n the phone ringing ""sir we understand the d sucks but we need you to keep it down"" lol"
415810,"it was more of a knock and a ""is everything ok sir""...reply: 🙃...it.....it is not.",😂lmao! of course i mighta been on the floor surrounded by empty bottles at that point.. lol jk. did u ask for a hug?
415822,i'm never taking for granted again. he delivered and i am thankful,😂 this usher appreciation wave you're on is so epic
415922,media is insulting the intelligence of by trying to normalize and promote him as a viable candidate.,😂 should be in jail ! sorry the american people are not fooled by her ! wake up💤
416146,if belongs in prison-trump deserves to be in prison locked in solitary confinement for his crimes,😂😂😂😂 ok stay delusional.
416302,😂😂😂💀💀💀 can't breath,😂😂😂😂that's funny
416692,"franchesca needs to stop speculating and go back to talking nfl, something else he knows little about.","😂which is why i feel good now with marshll likey not playing because they ""have no chance"""
416726,😂😂 that's pointless it'll be gone by the end of the night lbs,ok that's cool
416842,"😂which is why i feel good now with marshll likey not playing because they ""have no chance""",he also said that redskins basically shouldn't show up today. i'm picking jets and redskins to win outright today.
417278,😂😂😂pence on fox just said she won't be there. but proves what kind of woman she has always been,"trump realized ""uh oh i fucked up""?"
418546,spaghetti? kyle is that fucking spaghetti?,"😂😂😂😂 ""put ur fucking seatbelt on"""
418894,you know you made an impression on your previous team when they refuse to let anyone take my pic down in my old off…,😂 i remember that day! &amp; you borrowed my laker theme eyeshadow 😜💛💜
420440,"and hugh hewitt learns the weekly lesson: don't state ""facts"" that aren't facts on",😂😂😂😂😂👍🏾bingo.theyshouldknowbetter 2comeon withlies&amp;falsehood thinkingtheyareon
420828,"😂😂 ""where timb at?""",😂 timbs in the box throwing a fit feeling neglected
421798,😂😂 now she wants to be a hoe,this bitch said whoever feeds me😂😂😂
423566,😂 oh your location said ny i thought u were back at school.. i'm about to dm my #,lol i'm visiting for the weekend. i'll be back during the week
423762,think i will just watch instead play. too lazy. lol 😛,😂😂😂 don't be lazy!! i'm playing lol!!
423812,*gets out the popcorn*,😂 maybe try out a 'hawk...rock the look. rock out with your 'hawk out. 😋
424158,you're literally the only one wearing sensible shoes for a bike ride...,😂😂😂😂😂😂 its funny because we had planned to do this! they be cray
424670,"hey, everyone. says i'm a klan member. i had absolutely no idea i guess i should go don my hood, burn a…","😂😂😂 yeap, i do. tweet it all u want."
425338,i have a half an hour worth of gopro footage of and im loving every second of it,😂 i was trying my best to keep that go pro from getting destroyed
425470,hahahahahaha not one of these are a policy. is hillary clinton's backup troll account?,😂😂😂 the basket of deplorables are all upset i love it. come on kkk / neo nazis
426228,be careful. they're so heavy.,"😂 at ""be careful"" ..they really are though"
426234,😂😂 your mom is funny,the worst part is my phone has mad water damage and she had a mint condition iphone 6 prior smh
427082,little late but happy birthday,😂😂thanks matt
427268,"i know she driving like a damn grandma , bitch lol",😂😂 its surprising me
428170,now this is tyga,😂😂 now this is him
429292,typical psychotic supporter... monkey see monkey do...⬇️⬇️⬇️,😂😂😂wth? is that psycho???? she belongs in the looney bin!!! just like hillary! smh!
430052,😂 what day you gonna be here?,friday so i can spend a day with my kids aka you and eagle
430418,"nooo algo de new york, un llavero o una camisa o un homeless idk anything.",😂 😂 homeless xq ahy bn muchos!!!
431866,*usher voice* i've been waiting for this for sooo lonnng 🎶,😂😂😂🔥 but really though open ya windows and ya doors.
432020,this game will be my undoing,😂😂 game of the week for sure
432806,shannen you guys live like 20 mins away from each other,😂😭truth but i prolly see him like 2-3 times month
433610,come to wisconsin and i will show you how to party,😂😂😂😂😂😂😂😂 i'd rather not line dance....
433848,i'm just hoping we can get eli to stop being such a punk,😂😂ya had that game
433850,welp... you can't blame terrelle pryor for the browns loss.,"😂😂😂😂 "": welp... you can't blame terrelle pryor for the browns loss."
434980,😂 interrobang's first ship,what are you reading ?!
435852,that shit was definitely not mysterious bc they've known him for too long they know wtf his arm look like.,"😂😂 fr. the last 3 episodes i've just been like ""tyrek need to get his ass beat"" ole ungrateful ass"
436164,😂😂😂 you make me want to re-listen to it,i played that part like six times!!
437104,"you wouldn't do it if someone put a gun to your head, and if you did, it just shows you pussy. just saying tho.",😂😂😂 fuck you
437284,😂😂 it'll be a nice lesson for him,but the aftermath is gonna be horrible. he might as well just sell drugs
438566,her 🐱 definitely has power cause he was an idiot for it,😂😂 shit it better be magical
438970,that was so random is naya lurking 🤔,😂 i saw a tweet &amp; clicked on your avi and then i saw your profile.. so basically lol
439670,😂😂😂 tink a joke! arrrright,i got a joke for you too.
442144,we're coming for you jameis!,😂😂😂 that's great!!! and i get the game next weekend! but i have a baby shower 😞
442372,😂😂😂 i'm not.,what would ab think about this 😂😂😂
445200,very nice! where was it taken?,😂 i was kidding. it was snapped with my antique iphone 6s at wegmans complex in gates.
445526,😂😂 the worst,lol like what do you say? how to react?
446192,they lost get out my mentions you lost the game,😂😂😂😂 you really that mad he got served? 😭😭
446236,"😂 it's cool, i'm just getting my room in peekskill set up so i can chill a while",tbh need to come up and see the new crib
446382,you gone tell me bye but felt the need to comment on my tweet like you dumb as shit,😂😂😂😂😂😂😂😂😂😂😂😂😂 you hella mad for no reason that's comedy lol
446478,like you always feel the need to comment on what i say everytime i say something get my dick out yo mouth,😂😂😂 you actin like a sensitive female over a tweet about football lol cmon now never been that serious 😂😂
447286,or you know you could randomly show up here too 🤔,😂 with my crazy child??
447650,😂 oh yeah! well still lol 5th and 6th wheeling,😂😂😂 it's all love though
447912,the second pic cold af💀,😂 damn screw the first one.
448556,and tell lobos &amp; ruiz we miss them rt : bye greg ✌🏾️ say hello to holly &amp; her dog.,😂😂😂 y'all are killing me!!!
449610,😂😂😂😂😂😂😂 wow! please i'm sorry,lmao someone please explain to that she cant just be giving people palpitations with her pictures and go free. thanks
449948,where?!? big fella lay off that crack,😂😂😂😂😂😂 i fucking hate you!
450836,hi my names jozette and i cry everytime my bf has to leave back san jose for school huuuuuuuuuuuuuuuuuuh,😂 this is funny
451110,😂😂😂 yeah nigga .. what happen to you? you went mia on sc 😂,decided to take a lil break.. lol.
451366,😂😂😂 funny cuz it's true rt : everybody dies rt : i'm going to start narcos tonight.,i expect it too since i know some of his story. i'm excited to watch it because it's in spanish
452080,i really thought u were asking for a horrible ass whooping but i figured it out looool,😂😂😂 what do u mean
452608,you was right i was wrong i've should've never gone to san diego should've stayed hoommmee,😂😂😂 ya hit it from the back watch a nigga bless you
452776,😂😂 which one did you order?,will wait for consumer reports!
453022,"every once in a while i'll buy a bag of granola to put in my yogurts... and i think ""this will last all week"". nope. 2 days tops",😂😂 sounds like you and i are the same person it's actually hilarious i do the exact same.
453024,😂😂😂 i mean you're on the f train you shouldn't expect better,i'm not from here i didn't know what to expect tho
453104,😂 i was kidding. it was snapped with my antique iphone 6s at wegmans complex in gates.,what? that's crazy! those iphone cameras have come a long way. nice job no matter how you captured it.
453408,"i use to think adults were just born adults, like they never had a child hood","😂 august 3rd, 1976, 38 year old gregory herckle was born"
454184,💀💀💀‼️ bro on everything i thought the same shit,😂😂😂 he done got attached to the lil nigga
455170,my name is kass and i drink protein shakes and play rugby so people think i'm a athlete huhhh,😂 more like my name is kass i play rugby and pro football. defensive end of the year and world cup hopeful 💅🏽
455350,this has made my week.,😂😂😂 girl i can't stop watching
455492,"man, that was when drizzy was wearing and we both know those days been over lol",😂😂 i mean my video is off a grainy ass blackberry. days are long gone
457312,😂😂😂😂😂 im crying,same my stomach hurts rn shsjvbaidh 😂😂
458374,😂😂😂 i just noticed that 😂😭 hella eating his food,aww i miss the old tommy 😭😭😭
460174,😂😂😂😂 love you too,you know i hate that picture 🖕🏻🖕🏻🖕🏻
461048,"jacob wouldn't leave me alone about twinning so if you see me in a men's shirt, you know why",😂finally gave into him
461238,lol! i know that feeling.,😂😂😂good day all
461874,the hell u doing in si….u part of the wu?,😂 have to drive thru here to get to queens
461994,"pussy nigga, the whole thing just not making that chicken",😂😂 u know i make chicken everyday boy stop playing w me
462914,that rhymed,😂😂😂😂low key got bars
463598,i fucking hate facebook lol,😂😂😂😂 the thirst is real
464664,i have to release a new font soon for no other reason than it feels shameful for my pinned tweet to be more than a year old,"😂 that lovely script you showed , plssss"
466500,what's wrong with you ur going to hell!!!,😂😂 i didn't want to bother them cause so many ppl were already asking to take pics w them. i just thought i'd let them chill
466810,😂 if u believe that u stupid . and i'm not ya bae. like i said u annoying and been omd all morning go do something,so block me idgaf 😂 i talked to you once &amp; didn't say shit after that go tf on 🙄
468100,😂 there is a line. and i'm not sure if it's been crossed but maybe we're standing on it? via,"""no square cats"" is my fave part (from ' comment)"
468966,hahaha! i follow . it's literally the funniest depiction of agency. accurate asf! 😅,😂😂😂😂 your tweets and theirs are legit the same 😂😂😂
469174,i came back with like 5 pairs lmao,😂😂😂 damn i ain't even think about that 🤔
470290,"😂😂😂 😂😂😂😂. girl, go praise the lord &amp; ask 4 forgiveness. apparently u have been block 4 being a very very baaaad girl.",yeah .. i am so depressed 💃💃💃😀😀
470560,"gerald germain of camp on &amp; : she's a minor candidate; her ""papa"" is holding her hands""",😂! but has a lot of power.
472308,100% agree. the only downside being that we humans tend to overreact and overcompensate. sober correction is not our strength.,😂😂prepare for some record breaking pendulum swinging!
472630,😂😂😂 he also said trump wouldn't win one single primary!,while silver may have underestimated trump during the primaries he certainly isn't anymore.
473256,you hacked our site this product never was suppose to go live these are raffle pairs you used website auto mation service... all false,😂😂😂 you are too much
475172,we'll for me personally i would want a birken bag or louie v,😂😂 jordan you crack me the fuck up
475430,and we are back!! !,😂😂😂 saw james tweet and was like ??? then noticed yours was a crop 👌🏽👌🏽
476224,😂anybody can be where i'm at... it's called effort lol. i know people workin 9-5s not risking that ass doin dumb shit either.,same bro ijs there are some that really can't get out the slums even if they tried. can't make change if thats all they know
476404,hell naw man you gotta support ya self boo 💯,😂😂 i was joking
476994,and you eat chicken strips are u serious!!!!!,😂😂 the best ones ive ever had
477936,"nah yall just got anger problems "" he lookin at me from his window like i cant see his ugly ass through them tints"" type shit",😂😂 that's me to a t i got the worst anger issues outta everyone
478694,"i thought his character died off screen, after marrying mamie &amp; leaving town? or was it his unknown double? :-p",😂 at double. his ghost returns occasionally to talk to jack. it works better than you'd imagine.
478846,😂😂😂 he says eva instead,smh fight him .........
482010,😂 rt : being nasty with someone else’s significant other &gt;&gt; rt : being nasty with your significant other &gt;,why do you encourage my ain't shitness smh
482376,😂😂😂 game on,i'm already drunk just thinking about it...holy shit...lol
484180,wentz anointed as a 1st ballot hof qb after 3 games.,😂 claim your tits it's only been 3 games
484184,it's a close one,😂😂😂 where do you even get these man
484226,im slow af and i keep getting water in my mouth lmaooooooo,😂😂😂😂😂lmao tell me why i can visualize it. you have to trust the water
485244,😂 you going to meadows this weekend?,nope back in la for wedding
487092,😂😂 i've just been seeing certain things the past couple days &amp; i've finally hit the snapping point lol,ok ok. ultimate unicorn power a go. i understand. even with i get annoyed as well. so i fo get you…
487138,😂😂 i've just been seeing certain things the past couple days &amp; i've finally hit the snapping point lol,or crack the whip. i just live stream to have fun and enjoy. im stoping. to say follow or dont bull…
487158,thought you were talking about me😜,😂😂😂 i can't wait for your results to come back!!!!
487196,😂😂 i've just been seeing certain things the past couple days &amp; i've finally hit the snapping point lol,my book almost done so im gonna get ready to make my small empire and create a better life an industry for me.
487356,😂😂 i've just been seeing certain things the past couple days &amp; i've finally hit the snapping point lol,i thank my cousion for editting and my friend for drawing my cover. summer my cover artist take a bow
487362,you literally talk during the best parts that's why!!!!,😂 ya you're right. but my voice is better than drakes
487760,only real ones understand not like that foo from socal,😂😂💀💀 dayum rod like that. erod got the .: tatted on the low too
488486,"if karma was real, omarosa would come back as the nasty ass fruitcake nobody wants.",😂😂😂 how tf you think of this shit?
488902,😂😂 you have those ecuadorian dishes 👏🏻👏🏻,lmao yup but mainly chinese 😭
490024,foreal like bitch your payn him..coming through wit shit for him his mom &amp;&amp; little brother i was encouraging him to call u tf,😂😂😂 idk what's the deal today but smh i can't take hoes serious
490996,😂😂 oh lord you finna be somewhere stuck,in the library 💀
491460,who still on ps3 .... i play bo2 the most tho,😂 your about to be 2 consoles behind.
492414,😂😂😂😂 stop encouraging him,maybe he could pull it off tho. picture it
492856,that is so gross 😖,😂😂😂 my pointing isn't the reason chipotle was shut down.
493364,"😂😂😂 one of the employee had an upgrade &amp; took your shit, what color you get?","don't say that i'll call the manager steve on that ass 🤗 &amp; rose gold 7 plus, u ?"
493990,😂 i agree. i've been waiting for autolacing since back to the future 2 showed it exists in 2015.,"haha, that is great!"
495754,😂😂 i love it,that and my purple toenails.
497062,lol wut..too funny,😂😂😂 thanks uncle kevin ❤️
497306,i have a feeling foley is gonna give both sheamus and cesaro a tag team title match...,😂 as per usual
497872,"weed, drinks, party?! i'm taking them",😂😂😂 i can't believe chumpy
497928,i already know how ur voting juhzee. and let's just write raiders in,"😂😂😂 that's right, you do!! ok, we can all agree on them 😉"
498042,im going to flag you for harassment,😂 but na when u guys make a different shade i'm going to purchase bc i love the design but white isn't for me hahaha
498228,😂😂 im not going to that dique u gotta be 21 yo tengo 20 🙄,cause it's at a club lol
498370,she look like felicia lol,😂😂😂😂😂😂😂😂😂💀💀⚰⚰
498666,i couldn't help thinking about all that food going to waste.,😂😂 such great food too! hopefully the staff got to take it home
499164,😂😂 its on the rim bruh 😂😂,lol they're different bro😂
503442,what we need is some better airports. you hear me? cheesecake factories in every airport. every single one dammit.,😂😂😂😂😂😂😂😂😂😂😂😂😂😂
503938,😂😂😂 i just told matt to watch this and i did it,i'll beat the shit outta both of you
505086,y'all needa stop using these filters on trump's face on snap 💀,😂😂😂 look at my face swap
505382,he knows words. he has the best words.,😂 tonight is awesome.
507024,does he have a forehead ?,😂😖 this is unreal
508038,"they are getting older brother cant get too heavy, need exlax",😂😂yet overkill exodus testament &amp; death angel our killing it
508908,wtf knty already 7a6a f snap! anyways el7mdlah 3al slama 💜,😂😂my sister was there so she took it for me thanks baby
509902,😂😂😂 well not literally eveeeryone but basically.. i'm telling you dude.. dooooont do it.,i think i got to watch a few episodes and see if i would even like it🤔
510146,😂 one came right in my lounge.,they need to exit lol
510510,i liked this iphone 7 until i wanted to charge my phone &amp; use the aux at the same time 😔,😂😂 someone wasn't thinking there
512434,"😂😂😂😂😂😂 this is a ""serious"" journalist, y'all!!!! 😂😂😂😂😂",it's no wonder he got kicked off meet the press.
514484,😂😂😂😂😂holy moly,are you ok? i think you need to take your meds.
514788,i'm the kid,😂😂😂😂 awwwww
515474,oops. sorry,😂😂 but furreal hbd 🎉
518716,i hate the karttashians ! when will you realize this!,😂😂 damn it!!! i remember us gossiping about them! you popped all up in my head!!!!
518744,😂😂 damn it!!! i remember us gossiping about them! you popped all up in my head!!!!,just damn!!!!
519700,😂😂😂😂😂 rt : twitter people: all you ny people talk the same me:,i thought about sending you a clip from my tv that's so funny
520004,do you really want a president that uses a powersave to hack her charms? or uses full sets? i think not maga,"😂😂😂😁😀☺😐wait, i use full sets..."
520846,😂😂😂😂 they hilarious though,true they're funny af
521524,conservatives grudgingly give clinton the edge or call it a draw in first debate,😂😂😂a draw?..leave it to to roll around in their delusional bubble
521556,😂😂 you don't know how the internet (cyber) works... and it's so cute.,"his son does, and he's on his way to 400 pounds"
521686,so bummed to miss tonight. always seem to have hw to do on mondays. where's the ditch homework in higher education movement? lol,😂 ... sorry you missed it.
521694,"""my lord, this is so ridiculous, such a bright woman having to seriously debate a clown."" g'nite folks!","😂bright, she is a calculating lying old fool that is married to a disgusting sex addict."
522122,this sound sarcastic too. i can't with you,😂😂😂😂😂😂😂😂😂😂 i'm trying to be nice to you dannnnggggggg
522172,😂😂😂😂😂😂 i'll stop being difficult then,thank you jeeez
523682,😂😂😂 don't fuckin judge me!!! i'm only a level 10,what the fuck u playing on? a flip phone?
524268,😂😂😂 got beat up by a girl!! haha,pff online polls are all fake anyway. what matters is polls of viewers
524552,😂 merl just brought it up and my cheeks hurt it's still just as funny.,awe i miss her 😭
525338,"😂 yea like what ""the group chat?""",lmfaoo hmm would it be bad if i said yes 😂😂😭😭
527624,"cos it's bitches like you that makes me ""angry"". witcho trick ass",😂 me ? you get mad for no reason !! samara's down as witness🙄
528678,"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 real talk though, trump supporters are crying foul, claiming he won. …. .. .. 😭",a rare photo of a cadre of mr. trump's supporters in action.
529032,"😂 i'm so sorry for law enforcement, the things they have to deal with. …",like if poltergeist/ the ring was real call 911 trump/ hillary is coming through my television save my children help me ahhhhh
529070,"😂 i'm so sorry for law enforcement, the things they have to deal with. …",i'm betting it was either a drunk old white guy calling to stop the commies or a shrieking hillary supporting pta mom. 50/50.
529390,😂😂😂😂😂😂😂 mamon. but serio i miss that jaw line 😏,that jawline 15 pounds under a lot of extensive eating 🙃
529398,if hillary can hide stuff from the fbi she probably can protect this country from russian and chinese cyber attacks!,😂 how we ended up with these two as our final options will be the subject of many books over the next few years
530192,"i know , y'all always sleep lol 😩",😂😂 i be needing that rest before this shift
532012,people will still be tweeting when he loses the . i'm just going to sit back.,😂 too many on board which is why trending we win november ! power yo the people🇺🇸
533008,are you kidding me? hrc made him eat his own balls.,😂😂😂😂 joe stop trying2sooth and pacify your fears..trump gothisasshanded2him time4anotherdrink
534988,😂😂 girls and boys,yeah like bitch unfollowing her cousins so it seems like she bestfriends with rihanna and naomi campbell
536364,"blasphemy!!! they're all good but they taste different ho ho's, ding dongs and then swiss rolls(stomps foot)",😂😂😂 i've never had a swiss roll. are they really as good? i think hostess might be an evil genius
537204,"i'm a raider fan , your an oakland fan. the players don't even throw up the o anymore. they know is the future.",😂😂😂 your fucking stupid just stop
537442,please tell o. this is a very biased op-ed in the name of a report.,😂😂😂😂😂😂 i hope you watched the same debate as i did.
537594,but we still aren't seen as people,😂😂😂 you got me thinking about moving to panama hard body uoeno
537706,2016 has been one for the books. rt : 😭😭😭 what is this mary j blige?! what is this!!!!!!!,😂😂😂😭😭😭😭😂😂😂😭😭😭i'm crying irl
538826,😂😂 one could only wish,yooo!!! 😂😂took him less than 24 hours to make up this excuse.
542588,😂😂😂😂 i hope for my teeth a sake i got braces in my off time,lol robot renee hope they made you better too.hey it's hard 2 remake another can't duplicate someone as unique as u
542610,i’m a nice person but this world is turning me cold,😂😂💯👍👍 fkn tell me about it girl. me too .
543024,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 265lbs...stop it. you're killing me! (the fried chicken eating contest),can't u see he wears a coat that is larger in the front and a long wide tie to cover his belly
543064,😂😂😂😂😂 good one i give you that one but no and to be honest i don't benefit from,either or i work my ass off to support my family and pay my taxes no food stamps
543314,they're just disappointing in every way for me. bland meets grandma version of sweet stuff.,😂😂 true. i can see that.
544202,sam every time she comes to work,😂😂😂 yes always
546098,the big❓… partial downpayment on your blispay visa or crossing $4k in spend for the 100k bonus on your chase sapphire reserve?,😂 it's a refi... i'll take all the money banks are handing out at 1.24%
546138,😂 it's a refi... i'll take all the money banks are handing out at 1.24%,however the digital experience here is so bad i'm over 50/50 on just sticking with my current bank
548022,👀 . 20 is my limit,😂😂😂 it's 12 dollars for a meal at burger king
548044,😂😂😂 it's 12 dollars for a meal at burger king,😳since when????
549374,😂😂😂😂 get out on the passenger side ahahaha,i just did 😂and then opened it from the outside and it worked thank god😂😂😂😂
549852,😂 remind me to show you next time i see you,i don't remember fuck... lol i stay turning down guys haha idgaf
549870,😂😂 white girl problems,what no 😭 i know of ppl who would do the same thing who aren't white 😩😂
550410,you know all ny heads gonna reject that petition quicker than you can propose it,😂😂😂😂 fuck it juss make north jersey new york lol
550984,first ever season ticket sellout in franchise history and you claim you're city is loyal. bullfuckinshit,😂 bitch please remember when you rep the raiders you rep oakland 😎
551314,"the hlemets dont say oakland either, only raiders. fuck oakland",😂😂😂😂 oakland raiders baby!!!
551502,"ask danny, he says he comes here all the time.he knows over 2 million ppl live here and will support team",😂😂😂😂😂😂😂😂😂😂😂 sorry to break the news to you but the nfl owners don't feel the same way
553214,you taking care of me on new years.,😂 oh my goodness! you actually weren't bad! that was you and i taking care of 😂
553762,😂😂😂 don't get ahead of yourself.,ok then you'll stay behind.
555708,😂 fuck that foo,"i know, if he wanna catch a fade he knows where to find me😤😂"
556534,😂 i'm sorry that i'm laughing but are you okay?,that shit was hilarious bitch idc 😩😂😂😂😂😂 i'm ok though.. it looks hideous tho
556752,😂😂😂😂why this???????😂😂,just something to brighten up ones day! 😋☺️🙃😄😁😍
557702,"😂 trying to figure out why he gets to drive on roads, have safe food, get protection from military...but not pay for it. classic!","yes, our taxes help pay for the infrastructure that benefits his criminal, i mean his business enterprises."
558416,idk i picked you and ace up in the woods and we went to the movies,😂😂.. sweet dream bruh
561692,😂😂but even if you microwave them they won't end up soggy...if you warm them up right,nah the oven cooks them to perfection every time
561706,😭😭😭that's real love,😂😂😂 she use to be mad hype
562236,😂 we're all tired and emotional after the finale. thank you for the support and best gif's on the bloc…,bay legend!!!!
562800,😂😂 i dm'd you the score bro..,oh shit you did i thought you was talking about uf against kentucky bruh. i'm dumb.
563730,"""he was looking like a curved ass nigga""",😂😭😂😂😂 that was the truth
564904,😂😂😂😂😂😂😂😂😂 i can't breathe help,that seems like a recipe for disaster :lol
564926,yea understood but we still rock him is what i'm saying . i'm not saying otherwise 🙄🙄🙄🙄🙄🙄🙄🙄,😂 a dub is a dub.
566598,😂 while your location says manhattan! that food looks great though,out of this world. 👌🏻 let's grab lunch sometime next week dude. i'll be back in the desert.
567158,spoiler alert. the answer is yes! okay?!?!,😂💦 i wondered.... what are you watching?
567666,😂😂😂 it's all in good fun. that just made me laugh tho for real,well fuck me right
567678,😂😂😂 it's all in good fun. that just made me laugh tho for real,i meant to say that i love bread
569398,"trump now claiming this rally has 25,000 people. fire marshal limited venue to 7500",😂😂 of course he is...cuz that's what con men do; they lie abt. anything &amp; everything.
570236,😂fucking bet. teach me how,two many girls texting me at once i can't reply to all :/
571318,😂😂 i'm sure some are more than low key scary tbh😅 thank you!! (p.s. you and david are adorable❤️),haha very true!! awh thank you sweets ❤️😘
573174,😂😂 the struggle of bitch face,story of my lifee
573606,"😂 jimmy fallon, public enemy",they even hate their own kind. liberals are mentally unstable
574968,thanks for the tag🙄,😂😂😅 i tried it said im not allowed to tag you for some reason
575126,😂 i'll give you the pretzels or carrots or whatever,hell nahhh😷 that's hella boo boo!! you better save me some blueberry &amp; watermelon jolly ranchers with chocolates foo! 😤😤
575236,😂😂😂. worst community manager of all time,you really shouldn't hold back how you feel. 😂
575470,😂😂😂 but he doesssss,"oh yes, my bf does. but these other girls.... 😳😩😂 i'm the friend!!! lol"
575516,😂💀 i know ima be the same way so don't feel bad,yeah my lil feelings be hurt everytime i'm not doing something lol
575744,lmaoo yeah i'm gunna bring my mirror on the double date that way i could eat dinner with myself 💍,😂i'm so weak i was gonna say bring you're boo and i'll bring mine
576322,😂😂😂 bitch said argue on twitter i can't keep refreshing lmaoo,for real i can't keep up &amp; im smacked 😂😒
577276,what the... what school you go too😹,😂 one w some irritating ass people
577406,thank u but i look so fat in the picture on the right i'm appalled,😂😂😂 its my favorite picture of us
577930,my sister hacked my twitter lmao,😂😂😂 i was laughing when reading the tweets thinking it was you
578476,hey now 😏 that's why i'm going on my second deployment you know 😏,😂😂 thats cute but you have wifi and a tent on deployment 🤔😉
579440,😂😂😂😂 plot twist harambe faked his death,😂😂😂 he's with pac and elvis
579590,don't even tell me you didn't choose it yet,😂😂😂 just finally did about 15 minutes ago 🙃
579596,😂😂😂 its that jalisco in you 🇲🇽🇲🇽,im really tan lol and i already told you i'm just from michoacán 😡
579872,you must of meant gwinnett cuz we don't smoke that shit in atlanta,😂😂😂 if you even see this out your uh dub
580772,is about to catch these hands always talking shit 👊🏾👊🏾,😂😂😂it's ok antonio
581840,"it's okay jess, my bbyshower soon you might find the love of your life",😂 puchucho got black friends?
583106,"😂 you guys are persistent, i'll give you that. when did this become a ""let's attack diebert"" fest?",it's him - he's obsessed - i was not even talking to/abt him
