,date,AA,GE,IBM,MSFT
2921,2001-08-24 00:00:00,32.0,30.32,94.01,24.38
2922,2001-08-27 00:00:00,31.86,30.45,93.9,24.48
2923,2001-08-28 00:00:00,31.62,29.77,92.22,23.87
2924,2001-08-29 00:00:00,30.98,29.32,91.5,23.67
2925,2001-08-30 00:00:00,30.57,29.02,88.18,22.37
2926,2001-08-31 00:00:00,31.08,29.53,87.82,22.42
2927,2001-09-04 00:00:00,31.42,29.48,89.18,22.04
2928,2001-09-05 00:00:00,30.98,30.11,88.18,22.69
2929,2001-09-06 00:00:00,30.19,29.24,86.11,22.01
2930,2001-09-07 00:00:00,28.91,28.63,84.87,21.77
2931,2001-09-10 00:00:00,27.56,28.41,84.77,22.62
2932,2001-09-17 00:00:00,24.53,25.38,82.02,20.79
2933,2001-09-18 00:00:00,24.62,24.44,84.7,21.34
2934,2001-09-19 00:00:00,24.87,23.46,84.35,21.17
2935,2001-09-20 00:00:00,23.33,21.93,82.07,19.94
2936,2001-09-21 00:00:00,23.08,22.6,79.52,19.53
2937,2001-09-24 00:00:00,24.62,25.41,83.3,20.44
2938,2001-09-25 00:00:00,24.49,25.63,82.99,20.16
2939,2001-09-26 00:00:00,23.68,25.73,80.22,19.75
2940,2001-09-27 00:00:00,24.67,26.07,79.08,19.63
2941,2001-09-28 00:00:00,25.28,26.98,80.59,20.11
2942,2001-10-01 00:00:00,25.22,27.3,81.46,20.35
2943,2001-10-02 00:00:00,26.05,27.6,82.39,20.84
2944,2001-10-03 00:00:00,26.17,27.67,85.19,22.09
2945,2001-10-04 00:00:00,25.13,27.12,85.5,22.18
2946,2001-10-05 00:00:00,25.72,27.16,86.13,22.68
2947,2001-10-08 00:00:00,24.51,26.69,86.55,22.81
2948,2001-10-09 00:00:00,25.77,26.7,85.35,21.44
2949,2001-10-10 00:00:00,25.94,27.49,85.45,21.81
2950,2001-10-11 00:00:00,26.68,28.25,87.34,22.13
2951,2001-10-12 00:00:00,26.35,28.28,88.61,22.15
2952,2001-10-15 00:00:00,26.09,28.18,89.63,22.81
2953,2001-10-16 00:00:00,26.75,27.9,89.49,22.97
2954,2001-10-17 00:00:00,26.12,26.94,90.42,22.02
2955,2001-10-18 00:00:00,26.01,27.02,88.98,22.3
2956,2001-10-19 00:00:00,25.82,27.02,90.2,22.75
2957,2001-10-22 00:00:00,26.77,27.28,92.48,23.64
2958,2001-10-23 00:00:00,27.52,27.03,92.97,23.74
2959,2001-10-24 00:00:00,27.7,26.89,95.4,24.09
2960,2001-10-25 00:00:00,28.38,27.46,97.23,24.58
2961,2001-10-26 00:00:00,28.44,28.2,97.67,24.44
2962,2001-10-29 00:00:00,27.76,27.15,95.44,23.43
2963,2001-10-30 00:00:00,27.05,26.36,95.47,23.14
2964,2001-10-31 00:00:00,26.43,26.41,94.96,22.85
2965,2001-11-01 00:00:00,26.81,27.49,96.56,24.3
2966,2001-11-02 00:00:00,27.24,27.53,96.22,24.13
2967,2001-11-05 00:00:00,27.2,28.12,96.63,24.86
2968,2001-11-06 00:00:00,27.86,28.86,99.83,25.45
2969,2001-11-07 00:00:00,28.17,28.54,100.16,25.25
2970,2001-11-08 00:00:00,28.36,29.26,100.13,25.31
2971,2001-11-09 00:00:00,28.66,29.31,100.36,25.62
2972,2001-11-12 00:00:00,28.41,28.6,101.05,25.85
2973,2001-11-13 00:00:00,29.73,29.42,102.67,26.68
2974,2001-11-14 00:00:00,30.8,29.65,100.6,25.91
2975,2001-11-15 00:00:00,30.72,30.13,100.95,25.98
2976,2001-11-16 00:00:00,30.4,29.63,100.73,25.83
2977,2001-11-19 00:00:00,31.53,29.92,101.17,26.15
2978,2001-11-20 00:00:00,30.99,29.81,101.56,25.7
2979,2001-11-21 00:00:00,30.95,29.34,100.59,25.17
2980,2001-11-23 00:00:00,31.78,29.75,101.48,25.43
2981,2001-11-26 00:00:00,31.34,29.97,102.34,25.6
2982,2001-11-27 00:00:00,31.35,29.79,100.47,25.05
2983,2001-11-28 00:00:00,31.07,28.54,98.67,24.68
2984,2001-11-29 00:00:00,31.13,28.81,100.67,25.48
2985,2001-11-30 00:00:00,31.62,27.92,101.69,25.23
2986,2001-12-03 00:00:00,31.0,26.78,100.41,25.45
2987,2001-12-04 00:00:00,31.21,27.09,102.62,25.93
2988,2001-12-05 00:00:00,32.72,27.23,106.8,26.76
2989,2001-12-06 00:00:00,32.39,27.38,105.69,26.97
2990,2001-12-07 00:00:00,31.82,26.94,105.92,26.65
2991,2001-12-10 00:00:00,31.54,26.69,105.27,26.35
2992,2001-12-11 00:00:00,31.56,26.68,106.89,26.45
2993,2001-12-12 00:00:00,30.98,26.87,108.39,26.7
2994,2001-12-13 00:00:00,29.71,26.87,105.79,26.04
2995,2001-12-14 00:00:00,30.32,27.31,106.54,26.5
2996,2001-12-17 00:00:00,29.9,27.78,106.75,27.1
2997,2001-12-18 00:00:00,30.85,28.81,107.51,27.22
2998,2001-12-19 00:00:00,28.98,29.58,108.99,27.3
2999,2001-12-20 00:00:00,28.6,29.62,107.95,26.23
3000,2001-12-21 00:00:00,28.02,29.99,107.33,26.54
3001,2001-12-24 00:00:00,28.21,29.87,106.85,26.43
3002,2001-12-26 00:00:00,28.79,29.41,107.68,26.59
3003,2001-12-27 00:00:00,29.04,29.83,108.65,26.66
3004,2001-12-28 00:00:00,29.61,29.67,108.12,26.67
3005,2001-12-31 00:00:00,29.12,29.2,106.42,26.03
3006,2002-01-02 00:00:00,29.22,29.83,106.89,26.34
3007,2002-01-03 00:00:00,29.6,29.58,108.79,27.2
3008,2002-01-04 00:00:00,30.55,29.83,110.5,27.07
3009,2002-01-07 00:00:00,31.26,28.67,109.13,26.94
3010,2002-01-08 00:00:00,30.58,28.37,109.71,27.26
3011,2002-01-09 00:00:00,29.9,28.08,109.52,27.0
3012,2002-01-10 00:00:00,29.41,28.13,107.45,27.22
3013,2002-01-11 00:00:00,29.2,27.85,105.84,26.96
3014,2002-01-14 00:00:00,28.67,27.61,103.86,26.9
3015,2002-01-15 00:00:00,28.27,28.2,104.56,27.33
3016,2002-01-16 00:00:00,27.52,27.48,103.28,26.67
3017,2002-01-17 00:00:00,27.66,28.23,105.48,27.45
3018,2002-01-18 00:00:00,27.6,28.18,100.51,25.97
3019,2002-01-22 00:00:00,27.81,27.9,97.21,25.33
3020,2002-01-23 00:00:00,28.67,27.43,94.93,25.05
3021,2002-01-24 00:00:00,28.85,27.35,95.65,25.38
3022,2002-01-25 00:00:00,29.1,27.87,96.14,25.07
3023,2002-01-28 00:00:00,29.32,27.79,95.15,25.08
3024,2002-01-29 00:00:00,28.47,26.56,90.62,24.49
3025,2002-01-30 00:00:00,28.05,26.87,92.86,24.7
3026,2002-01-31 00:00:00,29.36,27.06,94.92,25.03
3027,2002-02-01 00:00:00,28.79,26.84,95.01,24.62
3028,2002-02-04 00:00:00,27.69,25.5,93.96,24.02
3029,2002-02-05 00:00:00,27.39,26.38,93.52,24.03
3030,2002-02-06 00:00:00,27.72,26.92,93.93,23.73
3031,2002-02-07 00:00:00,27.6,27.1,91.54,23.5
3032,2002-02-08 00:00:00,28.32,27.14,92.49,23.83
3033,2002-02-11 00:00:00,29.4,27.54,94.59,24.02
3034,2002-02-12 00:00:00,29.22,27.32,93.88,23.63
3035,2002-02-13 00:00:00,29.86,27.75,95.2,24.29
3036,2002-02-14 00:00:00,29.82,27.68,95.04,24.24
3037,2002-02-15 00:00:00,29.95,27.03,90.64,23.67
3038,2002-02-19 00:00:00,29.0,26.52,89.24,23.16
3039,2002-02-20 00:00:00,30.12,27.37,87.48,23.54
3040,2002-02-21 00:00:00,30.84,27.33,84.9,22.81
3041,2002-02-22 00:00:00,31.1,27.75,86.73,22.79
3042,2002-02-25 00:00:00,31.29,28.56,86.59,23.21
3043,2002-02-26 00:00:00,30.85,28.23,85.58,23.01
3044,2002-02-27 00:00:00,31.14,28.36,86.18,22.94
3045,2002-02-28 00:00:00,30.91,28.18,86.44,22.92
3046,2002-03-01 00:00:00,31.2,28.87,90.75,24.11
3047,2002-03-04 00:00:00,32.55,29.42,93.29,24.87
3048,2002-03-05 00:00:00,31.62,29.64,93.09,24.79
3049,2002-03-06 00:00:00,32.45,30.41,93.64,25.0
3050,2002-03-07 00:00:00,32.32,29.97,91.36,24.64
3051,2002-03-08 00:00:00,31.5,29.71,92.58,25.13
3052,2002-03-11 00:00:00,31.47,30.12,92.71,25.28
3053,2002-03-12 00:00:00,32.02,30.08,95.58,24.57
3054,2002-03-13 00:00:00,31.55,29.27,94.42,24.4
3055,2002-03-14 00:00:00,31.67,29.57,93.91,24.05
3056,2002-03-15 00:00:00,32.11,29.41,94.07,24.55
3057,2002-03-18 00:00:00,32.08,29.2,93.69,24.42
3058,2002-03-19 00:00:00,31.92,29.2,94.69,24.45
3059,2002-03-20 00:00:00,31.47,28.4,92.94,23.61
3060,2002-03-21 00:00:00,31.05,27.41,94.07,24.11
3061,2002-03-22 00:00:00,30.49,27.72,93.03,23.75
3062,2002-03-25 00:00:00,30.24,27.11,91.23,23.27
3063,2002-03-26 00:00:00,31.13,27.31,90.65,23.21
3064,2002-03-27 00:00:00,31.09,27.41,91.08,23.36
3065,2002-03-28 00:00:00,31.05,27.37,91.62,23.7
3066,2002-04-01 00:00:00,30.97,27.3,90.61,23.72
3067,2002-04-02 00:00:00,31.19,27.15,88.93,22.51
3068,2002-04-03 00:00:00,30.65,26.9,88.06,22.13
3069,2002-04-04 00:00:00,30.34,27.3,88.83,22.18
3070,2002-04-05 00:00:00,31.27,27.15,85.67,21.95
3071,2002-04-08 00:00:00,31.15,26.98,77.0,22.48
3072,2002-04-09 00:00:00,30.76,26.68,77.29,21.56
3073,2002-04-10 00:00:00,31.55,27.23,78.41,22.12
3074,2002-04-11 00:00:00,31.27,24.7,74.16,21.53
3075,2002-04-12 00:00:00,30.71,24.55,75.41,21.98
3076,2002-04-15 00:00:00,30.2,23.31,75.19,21.88
3077,2002-04-16 00:00:00,30.92,24.22,75.94,22.72
3078,2002-04-17 00:00:00,30.99,24.63,74.71,22.25
3079,2002-04-18 00:00:00,30.8,24.74,78.36,22.15
3080,2002-04-19 00:00:00,30.84,24.66,78.4,22.48
3081,2002-04-22 00:00:00,29.38,24.05,77.46,21.84
3082,2002-04-23 00:00:00,29.36,24.01,76.93,21.21
3083,2002-04-24 00:00:00,28.79,23.79,76.2,20.83
3084,2002-04-25 00:00:00,28.73,23.46,76.38,21.11
3085,2002-04-26 00:00:00,28.5,23.05,74.62,20.24
3086,2002-04-29 00:00:00,27.89,22.58,73.9,20.53
3087,2002-04-30 00:00:00,28.0,23.09,73.79,20.53
3088,2002-05-01 00:00:00,28.1,23.2,74.26,20.73
3089,2002-05-02 00:00:00,28.45,23.13,73.87,20.12
3090,2002-05-03 00:00:00,28.65,23.2,72.04,19.47
3091,2002-05-06 00:00:00,28.18,22.67,66.95,19.1
3092,2002-05-07 00:00:00,28.45,22.43,67.39,19.44
3093,2002-05-08 00:00:00,28.92,24.04,72.77,21.6
3094,2002-05-09 00:00:00,28.84,23.05,70.55,20.48
3095,2002-05-10 00:00:00,28.92,22.43,70.33,19.67
3096,2002-05-13 00:00:00,29.21,22.58,72.55,20.7
3097,2002-05-14 00:00:00,29.96,23.11,75.45,21.56
3098,2002-05-15 00:00:00,29.81,22.64,74.58,21.51
3099,2002-05-16 00:00:00,29.63,23.42,75.42,21.9
3100,2002-05-17 00:00:00,29.47,24.48,75.63,22.02
3101,2002-05-20 00:00:00,29.24,23.86,74.54,21.22
3102,2002-05-21 00:00:00,29.42,23.53,73.66,20.51
3103,2002-05-22 00:00:00,29.3,23.36,74.14,21.1
3104,2002-05-23 00:00:00,29.67,24.12,74.45,21.54
3105,2002-05-24 00:00:00,29.4,23.86,73.35,20.93
3106,2002-05-28 00:00:00,29.26,23.46,72.45,20.56
3107,2002-05-29 00:00:00,29.17,22.98,72.02,20.45
3108,2002-05-30 00:00:00,29.05,22.83,72.6,20.68
3109,2002-05-31 00:00:00,28.91,22.79,71.01,20.0
3110,2002-06-03 00:00:00,28.09,22.04,68.94,19.42
3111,2002-06-04 00:00:00,27.62,21.99,70.0,19.64
3112,2002-06-05 00:00:00,27.6,22.07,71.1,20.3
3113,2002-06-06 00:00:00,26.53,21.44,70.31,20.39
3114,2002-06-07 00:00:00,26.28,22.1,69.11,20.42
3115,2002-06-10 00:00:00,26.4,21.92,67.79,20.75
3116,2002-06-11 00:00:00,25.93,21.52,66.63,20.66
3117,2002-06-12 00:00:00,26.49,22.21,65.89,21.82
3118,2002-06-13 00:00:00,26.38,21.85,66.73,21.3
3119,2002-06-14 00:00:00,25.92,21.74,67.23,21.71
3120,2002-06-17 00:00:00,26.1,22.33,68.09,21.88
3121,2002-06-18 00:00:00,26.45,22.8,67.03,22.0
3122,2002-06-19 00:00:00,25.88,22.21,64.74,21.36
3123,2002-06-20 00:00:00,25.78,21.74,63.18,21.26
3124,2002-06-21 00:00:00,25.25,21.19,60.68,20.54
3125,2002-06-24 00:00:00,25.45,21.66,61.52,21.28
3126,2002-06-25 00:00:00,25.73,21.15,60.55,20.81
3127,2002-06-26 00:00:00,25.91,21.73,61.83,21.27
3128,2002-06-27 00:00:00,26.43,22.02,63.46,21.58
3129,2002-06-28 00:00:00,27.4,21.39,63.55,21.49
3130,2002-07-01 00:00:00,27.27,20.95,59.67,20.69
3131,2002-07-02 00:00:00,26.66,20.69,60.53,20.21
3132,2002-07-03 00:00:00,26.82,20.55,62.24,20.37
3133,2002-07-05 00:00:00,27.59,21.87,64.88,21.55
3134,2002-07-08 00:00:00,26.86,21.67,62.93,20.79
3135,2002-07-09 00:00:00,26.41,20.84,61.49,20.91
3136,2002-07-10 00:00:00,25.12,19.92,60.69,20.53
3137,2002-07-11 00:00:00,25.09,20.14,61.27,20.79
3138,2002-07-12 00:00:00,24.89,21.06,61.09,20.38
3139,2002-07-15 00:00:00,24.13,20.8,62.67,20.35
3140,2002-07-16 00:00:00,23.77,20.29,60.91,20.14
3141,2002-07-17 00:00:00,23.85,20.8,62.39,20.43
3142,2002-07-18 00:00:00,23.33,20.4,63.6,20.08
3143,2002-07-19 00:00:00,22.31,19.53,63.55,19.47
3144,2002-07-22 00:00:00,20.54,18.9,60.46,18.67
3145,2002-07-23 00:00:00,19.67,18.26,59.18,16.9
3146,2002-07-24 00:00:00,20.61,19.54,61.38,18.16
3147,2002-07-25 00:00:00,20.0,19.63,61.21,16.83
3148,2002-07-26 00:00:00,21.16,20.47,58.61,17.82
3149,2002-07-29 00:00:00,22.6,22.43,62.83,18.96
3150,2002-07-30 00:00:00,21.59,23.27,63.37,18.9
3151,2002-07-31 00:00:00,22.48,23.71,62.14,18.85
3152,2002-08-01 00:00:00,21.85,23.12,60.24,17.98
3153,2002-08-02 00:00:00,21.2,21.73,59.91,17.45
3154,2002-08-05 00:00:00,20.03,20.84,58.25,17.28
3155,2002-08-06 00:00:00,20.75,21.84,59.93,17.94
3156,2002-08-07 00:00:00,20.97,22.65,61.19,18.5
3157,2002-08-08 00:00:00,21.25,23.53,63.35,19.22
3158,2002-08-09 00:00:00,21.78,23.86,63.54,18.91
3159,2002-08-12 00:00:00,21.69,23.75,63.49,19.05
3160,2002-08-13 00:00:00,21.05,22.79,63.6,18.49
3161,2002-08-14 00:00:00,20.57,23.49,66.27,19.53
3162,2002-08-15 00:00:00,21.14,23.78,67.67,19.56
3163,2002-08-16 00:00:00,20.59,23.24,70.19,19.65
3164,2002-08-19 00:00:00,21.7,24.22,72.97,20.43
3165,2002-08-20 00:00:00,21.44,23.75,71.89,20.05
3166,2002-08-21 00:00:00,22.46,23.79,71.65,20.54
3167,2002-08-22 00:00:00,22.9,24.08,72.53,20.92
3168,2002-08-23 00:00:00,22.33,23.75,71.12,20.52
3169,2002-08-26 00:00:00,22.5,23.62,70.26,20.47
3170,2002-08-27 00:00:00,22.19,23.53,68.96,19.98
3171,2002-08-28 00:00:00,20.84,23.05,67.28,19.4
3172,2002-08-29 00:00:00,20.51,22.35,67.78,19.87
3173,2002-08-30 00:00:00,20.85,22.2,66.68,19.28
3174,2002-09-03 00:00:00,19.55,20.96,64.0,18.48
3175,2002-09-04 00:00:00,19.23,21.14,65.22,18.94
3176,2002-09-05 00:00:00,18.41,20.62,63.85,18.04
3177,2002-09-06 00:00:00,18.78,20.84,64.75,18.79
3178,2002-09-09 00:00:00,19.37,21.2,65.9,19.14
3179,2002-09-10 00:00:00,19.75,21.42,66.88,19.56
3180,2002-09-11 00:00:00,19.84,21.36,65.64,19.09
3181,2002-09-12 00:00:00,18.93,20.62,63.58,18.53
3182,2002-09-13 00:00:00,18.28,19.92,64.13,18.83
3183,2002-09-16 00:00:00,18.53,20.55,63.97,18.77
3184,2002-09-17 00:00:00,17.89,20.4,63.47,18.58
3185,2002-09-18 00:00:00,17.4,20.14,61.52,18.76
3186,2002-09-19 00:00:00,16.72,19.55,57.32,18.55
3187,2002-09-20 00:00:00,17.55,19.7,56.54,18.65
3188,2002-09-23 00:00:00,16.88,19.44,56.06,17.77
3189,2002-09-24 00:00:00,16.27,19.07,52.86,17.93
3190,2002-09-25 00:00:00,16.61,20.02,55.74,18.28
3191,2002-09-26 00:00:00,16.62,19.57,54.86,18.15
3192,2002-09-27 00:00:00,16.04,18.15,53.39,17.78
3193,2002-09-30 00:00:00,16.04,18.28,51.58,17.19
3194,2002-10-01 00:00:00,17.25,19.43,54.11,18.16
3195,2002-10-02 00:00:00,16.91,18.39,52.75,17.92
3196,2002-10-03 00:00:00,16.71,18.26,53.08,17.6
3197,2002-10-04 00:00:00,15.88,17.81,50.07,17.2
3198,2002-10-07 00:00:00,15.49,17.02,50.3,17.31
3199,2002-10-08 00:00:00,15.39,17.32,50.47,17.68
3200,2002-10-09 00:00:00,14.99,16.32,48.72,17.28
3201,2002-10-10 00:00:00,15.5,16.76,50.94,18.22
3202,2002-10-11 00:00:00,16.91,17.95,56.54,19.2
3203,2002-10-14 00:00:00,16.79,18.06,56.1,19.37
3204,2002-10-15 00:00:00,18.0,19.43,60.58,20.55
3205,2002-10-16 00:00:00,17.6,18.99,57.41,19.81
3206,2002-10-17 00:00:00,18.7,19.94,63.87,19.95
3207,2002-10-18 00:00:00,18.97,19.76,65.68,20.88
3208,2002-10-21 00:00:00,19.72,20.13,66.83,20.63
3209,2002-10-22 00:00:00,19.4,20.08,65.89,20.3
3210,2002-10-23 00:00:00,18.78,19.95,65.99,20.9
3211,2002-10-24 00:00:00,18.86,19.28,63.78,20.13
3212,2002-10-25 00:00:00,19.34,19.46,65.96,20.7
3213,2002-10-28 00:00:00,18.92,19.47,67.73,20.41
3214,2002-10-29 00:00:00,18.59,19.17,67.88,20.46
3215,2002-10-30 00:00:00,18.95,18.65,69.59,20.87
3216,2002-10-31 00:00:00,18.34,18.73,69.83,21.01
3217,2002-11-01 00:00:00,19.16,19.28,71.12,20.83
3218,2002-11-04 00:00:00,19.55,19.65,72.98,22.04
3219,2002-11-05 00:00:00,19.42,19.65,72.25,22.27
3220,2002-11-06 00:00:00,19.95,19.73,72.26,22.41
3221,2002-11-07 00:00:00,19.63,19.36,69.97,22.01
3222,2002-11-08 00:00:00,19.45,18.61,68.76,21.65
3223,2002-11-11 00:00:00,18.74,17.95,68.5,21.16
3224,2002-11-12 00:00:00,19.18,17.69,70.15,21.42
3225,2002-11-13 00:00:00,18.7,17.87,70.32,21.75
3226,2002-11-14 00:00:00,19.48,18.17,71.54,22.39
3227,2002-11-15 00:00:00,19.18,17.69,70.91,22.27
3228,2002-11-18 00:00:00,19.04,17.5,70.17,21.94
3229,2002-11-19 00:00:00,18.86,17.72,69.45,21.56
3230,2002-11-20 00:00:00,19.02,18.39,72.33,22.25
3231,2002-11-21 00:00:00,20.67,19.91,75.24,22.73
3232,2002-11-22 00:00:00,20.5,19.62,74.82,22.88
3233,2002-11-25 00:00:00,20.54,19.88,76.39,22.88
3234,2002-11-26 00:00:00,20.5,19.54,75.38,22.36
3235,2002-11-27 00:00:00,21.31,20.13,77.72,22.82
3236,2002-11-29 00:00:00,21.37,20.11,77.03,22.66
3237,2002-12-02 00:00:00,21.4,20.17,77.37,22.67
3238,2002-12-03 00:00:00,20.72,19.84,75.52,22.28
3239,2002-12-04 00:00:00,20.35,19.67,74.17,22.22
3240,2002-12-05 00:00:00,20.02,19.13,73.61,21.74
3241,2002-12-06 00:00:00,20.01,19.32,72.95,21.8
3242,2002-12-09 00:00:00,19.26,18.91,70.54,21.03
3243,2002-12-10 00:00:00,19.25,19.23,71.61,21.22
3244,2002-12-11 00:00:00,18.98,19.39,72.18,21.48
3245,2002-12-12 00:00:00,19.45,19.21,71.05,21.28
3246,2002-12-13 00:00:00,19.27,18.91,70.9,20.63
3247,2002-12-16 00:00:00,20.2,19.6,72.33,21.41
3248,2002-12-17 00:00:00,19.99,19.28,71.17,21.36
3249,2002-12-18 00:00:00,19.39,19.03,70.13,21.03
3250,2002-12-19 00:00:00,19.24,18.84,69.71,20.87
3251,2002-12-20 00:00:00,19.95,19.24,70.71,20.84
3252,2002-12-23 00:00:00,19.59,19.08,71.13,21.22
3253,2002-12-24 00:00:00,19.27,18.79,70.69,21.15
3254,2002-12-26 00:00:00,19.29,18.76,69.57,20.98
3255,2002-12-27 00:00:00,18.86,18.46,68.56,20.81
3256,2002-12-30 00:00:00,19.02,18.31,67.58,20.73
3257,2002-12-31 00:00:00,19.06,18.19,68.68,20.31
3258,2003-01-02 00:00:00,19.7,19.04,71.4,21.11
3259,2003-01-03 00:00:00,19.91,18.98,72.36,21.14
3260,2003-01-06 00:00:00,20.4,19.47,74.08,21.52
3261,2003-01-07 00:00:00,20.4,19.35,76.22,21.93
3262,2003-01-08 00:00:00,18.28,19.05,74.61,21.31
3263,2003-01-09 00:00:00,18.82,19.35,77.1,21.93
3264,2003-01-10 00:00:00,19.07,19.17,77.71,21.97
3265,2003-01-13 00:00:00,19.13,19.16,77.55,22.16
3266,2003-01-14 00:00:00,19.37,19.21,78.5,22.39
3267,2003-01-15 00:00:00,18.57,18.82,77.63,22.11
3268,2003-01-16 00:00:00,18.5,18.7,76.26,21.75
3269,2003-01-17 00:00:00,18.53,18.59,72.05,20.22
3270,2003-01-21 00:00:00,17.68,17.98,71.38,20.17
3271,2003-01-22 00:00:00,17.4,17.6,70.63,20.04
3272,2003-01-23 00:00:00,18.15,17.9,71.83,20.54
3273,2003-01-24 00:00:00,17.33,17.23,70.0,19.59
3274,2003-01-27 00:00:00,16.86,17.22,69.5,19.32
3275,2003-01-28 00:00:00,16.95,17.3,71.0,19.18
3276,2003-01-29 00:00:00,17.02,17.21,71.18,19.61
3277,2003-01-30 00:00:00,16.62,16.85,69.39,18.95
3278,2003-01-31 00:00:00,16.54,17.29,69.3,18.65
3279,2003-02-03 00:00:00,16.69,17.67,69.29,19.08
3280,2003-02-04 00:00:00,16.16,17.22,68.32,18.59
3281,2003-02-05 00:00:00,16.73,17.19,68.47,18.45
3282,2003-02-06 00:00:00,16.41,17.1,68.83,18.63
3283,2003-02-07 00:00:00,16.52,16.96,68.46,18.3
3284,2003-02-10 00:00:00,16.69,16.91,69.18,18.62
3285,2003-02-11 00:00:00,16.7,16.81,68.72,18.25
3286,2003-02-12 00:00:00,16.67,16.63,67.93,18.25
3287,2003-02-13 00:00:00,16.69,16.57,67.36,18.46
3288,2003-02-14 00:00:00,16.9,16.8,68.77,18.98
3289,2003-02-18 00:00:00,17.66,17.12,70.44,19.61
3290,2003-02-19 00:00:00,17.31,17.45,70.6,19.34
3291,2003-02-20 00:00:00,17.07,17.45,70.28,19.03
3292,2003-02-21 00:00:00,17.51,17.78,70.99,19.42
3293,2003-02-24 00:00:00,16.82,17.5,69.76,18.98
3294,2003-02-25 00:00:00,17.15,17.92,70.21,19.07
3295,2003-02-26 00:00:00,17.1,17.6,68.73,18.61
3296,2003-02-27 00:00:00,17.26,18.0,68.62,18.59
3297,2003-02-28 00:00:00,17.28,18.11,69.22,18.68
3298,2003-03-03 00:00:00,17.23,18.0,68.67,18.56
3299,2003-03-04 00:00:00,16.85,17.62,68.11,18.19
3300,2003-03-05 00:00:00,16.87,17.93,69.02,18.48
3301,2003-03-06 00:00:00,16.2,18.04,68.44,18.35
3302,2003-03-07 00:00:00,16.13,18.3,69.17,18.57
3303,2003-03-10 00:00:00,15.85,17.78,67.22,18.09
3304,2003-03-11 00:00:00,15.66,17.59,66.91,17.98
3305,2003-03-12 00:00:00,15.91,17.93,66.76,18.44
3306,2003-03-13 00:00:00,16.76,18.99,69.66,19.45
3307,2003-03-14 00:00:00,16.81,19.32,70.15,19.6
3308,2003-03-17 00:00:00,17.55,19.79,73.22,20.44
3309,2003-03-18 00:00:00,17.82,19.88,73.23,20.53
3310,2003-03-19 00:00:00,17.92,20.32,72.81,20.75
3311,2003-03-20 00:00:00,17.87,20.22,72.99,20.69
3312,2003-03-21 00:00:00,18.45,21.09,75.39,20.95
3313,2003-03-24 00:00:00,17.56,20.13,73.03,19.94
3314,2003-03-25 00:00:00,17.98,20.32,74.1,20.1
3315,2003-03-26 00:00:00,17.52,20.03,72.41,19.91
3316,2003-03-27 00:00:00,17.06,19.91,72.32,19.74
3317,2003-03-28 00:00:00,17.2,19.61,71.79,19.45
3318,2003-03-31 00:00:00,16.34,19.21,69.64,19.09
3319,2003-04-01 00:00:00,16.36,19.68,69.91,19.2
3320,2003-04-02 00:00:00,16.95,20.37,72.33,20.28
3321,2003-04-03 00:00:00,16.79,20.75,72.73,20.29
3322,2003-04-04 00:00:00,16.9,20.81,71.74,19.78
3323,2003-04-07 00:00:00,18.24,20.91,71.45,19.84
3324,2003-04-08 00:00:00,18.19,21.13,71.1,20.17
3325,2003-04-09 00:00:00,18.04,20.56,69.89,19.37
3326,2003-04-10 00:00:00,17.92,20.62,70.16,19.39
3327,2003-04-11 00:00:00,17.94,20.83,69.93,19.08
3328,2003-04-14 00:00:00,18.59,20.91,71.1,19.52
3329,2003-04-15 00:00:00,19.05,21.32,73.51,19.39
3330,2003-04-16 00:00:00,18.86,20.96,73.59,19.65
3331,2003-04-17 00:00:00,19.15,21.46,74.82,20.1
3332,2003-04-21 00:00:00,19.18,21.21,74.02,19.88
3333,2003-04-22 00:00:00,19.12,21.84,76.04,20.31
3334,2003-04-23 00:00:00,19.15,22.14,76.14,20.28
3335,2003-04-24 00:00:00,18.56,21.92,75.65,20.1
3336,2003-04-25 00:00:00,18.48,21.93,74.48,19.88
3337,2003-04-28 00:00:00,18.94,22.23,75.58,20.29
3338,2003-04-29 00:00:00,19.15,22.14,76.06,20.34
3339,2003-04-30 00:00:00,19.46,22.18,75.39,20.16
3340,2003-05-01 00:00:00,19.34,21.92,76.27,20.28
3341,2003-05-02 00:00:00,19.59,21.9,77.76,20.58
3342,2003-05-05 00:00:00,19.67,21.71,76.83,20.39
3343,2003-05-06 00:00:00,19.72,21.93,77.71,20.79
3344,2003-05-07 00:00:00,19.57,21.73,77.11,20.49
3345,2003-05-08 00:00:00,19.3,21.44,76.55,20.29
3346,2003-05-09 00:00:00,19.6,21.84,77.88,20.78
3347,2003-05-12 00:00:00,19.75,21.82,79.17,20.66
3348,2003-05-13 00:00:00,19.49,21.5,80.04,20.49
3349,2003-05-14 00:00:00,19.27,21.55,78.91,20.2
3350,2003-05-15 00:00:00,19.31,21.45,79.97,20.33
3351,2003-05-16 00:00:00,19.29,20.98,79.16,20.16
3352,2003-05-19 00:00:00,18.65,20.75,76.9,19.52
3353,2003-05-20 00:00:00,18.8,20.89,76.3,19.42
3354,2003-05-21 00:00:00,19.45,20.79,76.66,18.94
3355,2003-05-22 00:00:00,20.13,20.89,76.58,19.05
3356,2003-05-23 00:00:00,20.23,20.82,75.85,19.09
